;;;;;;;;;;;;SRS;;;Adjusted;;
227;Cal Poly;Big West;;17;12;71.4;72.1;-0.66;;-3.08;;3.69;-10.19;-6.51;50.84;55.24;-4.41
228;Air Force;MWC;;6;25;55.7;60.1;-4.32;;0.09;;-10.86;4.28;-6.57;37.73;43.67;-5.95
229;Bowling Green State;MAC;;11;19;63.6;69.0;-5.40;;1.56;;-2.71;-4.15;-6.86;51.59;57.39;-5.80
230;St. Bonaventure;A-10;;8;22;63.0;69.3;-6.30;;-0.69;;-2.42;-4.57;-6.99;55.13;61.30;-6.17
231;Hofstra;CAA;;11;19;60.2;64.3;-4.13;;-3.04;;-5.64;-1.53;-7.18;49.91;56.21;-6.30
232;Lehigh;Patriot;;15;15;61.6;59.4;2.20;;-6.82;;-5.86;-1.33;-7.19;49.19;54.84;-5.66
233;Nicholls State;Southland;;19;14;65.2;56.4;8.79;;-5.62;;-3.44;-3.78;-7.22;44.72;48.24;-3.51
234;Holy Cross;Patriot;;13;18;63.7;64.5;-0.81;;-6.42;;-3.30;-3.93;-7.23;51.98;58.25;-6.27
235;Santa Clara;WCC;;9;21;52.1;53.1;-1.07;;0.94;;-16.18;8.95;-7.23;33.89;43.54;-9.65
236;Niagara;MAAC;;13;18;65.6;67.5;-1.94;;-5.31;;-0.93;-6.31;-7.24;53.76;60.15;-6.40
237;UNC Greensboro;Southern;;13;18;63.2;55.6;7.61;;-4.01;;-4.27;-3.03;-7.30;45.47;50.58;-5.11
238;Grand Canyon;WAC;;16;14;63.8;59.1;4.67;;-7.47;;-5.04;-2.50;-7.54;50.09;55.68;-5.59
239;New Mexico State;WAC;;18;13;66.9;61.9;5.00;;-7.03;;-3.02;-4.66;-7.68;47.92;54.26;-6.34
240;Arkansas State;Sun Belt;;15;15;66.4;69.8;-3.37;;-4.37;;-0.63;-7.11;-7.73;51.60;57.17;-5.57
241;Furman;Southern;;18;14;64.4;57.9;6.50;;-5.42;;-4.89;-2.84;-7.73;48.94;54.63;-5.69
242;Indiana State;MVC;;11;19;59.3;61.8;-2.57;;-2.20;;-8.36;0.60;-7.76;42.22;49.26;-7.03
243;Kansas City;WAC;;11;19;67.8;60.8;6.93;;-4.69;;-2.79;-5.39;-8.18;46.95;53.51;-6.56
244;Norfolk State;MEAC;;18;11;62.0;50.7;11.31;;-13.99;;-9.33;1.13;-8.20;40.94;45.04;-4.10
245;UNC Wilmington;CAA;;12;19;59.7;60.6;-0.90;;-2.34;;-7.32;-1.06;-8.38;46.03;53.44;-7.41
246;Boston University;Patriot;;10;19;58.8;62.6;-3.83;;-4.50;;-6.89;-1.51;-8.40;49.26;57.59;-8.33
247;Rider;MAAC;;14;17;63.0;64.4;-1.35;;-7.70;;-4.15;-4.90;-9.05;51.59;60.09;-8.51
248;Old Dominion;CUSA;;8;23;54.6;62.5;-7.94;;-1.30;;-11.32;2.09;-9.23;50.34;59.94;-9.60
249;Towson;CAA;;9;21;63.0;68.6;-5.63;;-3.64;;-1.78;-7.49;-9.27;48.91;57.46;-8.55
250;Manhattan;MAAC;;13;18;58.6;59.9;-1.29;;-8.05;;-8.71;-0.63;-9.34;49.67;59.03;-9.36
251;High Point;Big South;;17;14;64.4;58.0;6.39;;-9.67;;-5.73;-3.64;-9.38;44.34;52.99;-8.65
252;La Salle;A-10;;8;22;57.5;66.8;-9.27;;-0.20;;-6.95;-2.52;-9.47;48.31;58.58;-10.28
253;New Orleans;Southland;;15;15;66.1;60.1;5.97;;-8.37;;-2.91;-6.56;-9.47;43.19;50.50;-7.30
254;Utah State;MWC;;7;23;59.1;68.1;-9.03;;0.51;;-7.67;-1.86;-9.52;48.01;58.32;-10.31
255;Southern;SWAC;;17;14;67.1;63.1;4.00;;-10.28;;-3.95;-5.58;-9.54;47.83;53.10;-5.27
256;Texas Southern;SWAC;;19;13;63.7;54.9;8.81;;-13.61;;-9.64;0.06;-9.58;44.07;50.08;-6.01
257;UNC Asheville;Big South;;17;16;61.1;58.1;3.00;;-10.33;;-6.97;-2.84;-9.80;49.28;59.14;-9.86
258;Texas A&M-Corpus Christi;Southland;;19;12;62.1;47.8;14.35;;-11.66;;-9.90;0.05;-9.85;38.17;43.93;-5.76
259;Marshall;CUSA;;9;20;64.7;63.6;1.10;;-3.41;;-5.42;-4.47;-9.89;46.72;56.83;-10.11
260;Portland;WCC;;7;23;63.8;63.7;0.10;;0.70;;-4.17;-5.77;-9.94;41.01;51.05;-10.05
261;Virginia Commonwealth;A-10;;7;22;60.3;69.4;-9.07;;-0.93;;-4.85;-5.15;-10.00;50.11;59.84;-9.73
262;Long Beach State;Big West;;8;23;63.3;69.1;-5.74;;-2.34;;-3.50;-6.97;-10.47;44.60;53.92;-9.32
263;Sacramento State;Big Sky;;7;23;72.0;80.4;-8.37;;1.14;;4.42;-14.95;-10.53;52.68;62.44;-9.77
264;Fairfield;MAAC;;13;17;56.2;59.6;-3.43;;-7.38;;-11.55;0.74;-10.81;46.94;58.62;-11.68
265;Cal State Fullerton;Big West;;8;21;59.9;63.9;-4.07;;-4.11;;-9.07;-1.90;-10.97;41.07;52.21;-11.14
266;Austin Peay;OVC;;16;14;63.2;61.7;1.53;;-7.04;;-6.91;-4.06;-10.98;46.33;56.89;-10.56
267;Lafayette;Patriot;;11;19;55.2;60.7;-5.50;;-5.57;;-10.08;-1.00;-11.07;46.22;58.03;-11.81
268;Florida International;CUSA;;8;21;63.6;72.1;-8.48;;-3.11;;-1.75;-9.33;-11.08;49.67;61.16;-11.49
269;Cornell;Ivy;;7;20;55.2;63.9;-8.67;;-2.48;;-10.97;-0.17;-11.15;45.19;57.40;-12.21
270;San Jose State;MWC;;7;23;68.5;78.5;-9.97;;2.23;;4.09;-15.24;-11.15;46.34;55.65;-9.31
271;Gardner-Webb;Big South;;19;13;62.0;55.0;7.00;;-12.12;;-8.20;-3.08;-11.28;42.57;55.03;-12.45
272;North Dakota State;Summit;;9;20;67.2;67.2;0.00;;-1.63;;-1.75;-9.53;-11.28;47.09;57.84;-10.75
273;Loyola (MD);Patriot;;9;21;59.6;68.2;-8.60;;-2.88;;-5.69;-5.79;-11.48;49.97;61.96;-11.99
274;Abilene Christian;Southland;;16;14;69.3;57.2;12.07;;-8.56;;-1.87;-9.66;-11.52;47.50;56.56;-9.07
275;Tennessee Tech;OVC;;7;22;60.2;61.4;-1.21;;-4.33;;-9.03;-2.57;-11.60;43.33;55.21;-11.88
276;Northern Arizona;Big Sky;;7;23;69.1;74.4;-5.30;;-2.57;;-0.25;-11.39;-11.63;47.17;58.84;-11.67
277;Campbell;Big South;;15;15;55.6;49.2;6.47;;-12.68;;-16.55;4.77;-11.78;39.02;50.06;-11.04
278;Vermont;AEC;;8;22;56.8;61.4;-4.60;;-4.61;;-10.36;-1.60;-11.96;45.86;59.05;-13.19
279;Grambling;SWAC;;19;14;66.4;66.2;0.15;;-10.36;;-4.62;-7.35;-11.97;45.54;55.55;-10.01
280;Texas-Rio Grande Valley;WAC;;14;16;61.8;58.8;3.00;;-7.71;;-7.28;-4.76;-12.05;43.46;54.43;-10.97
281;UTSA;CUSA;;9;21;60.7;64.1;-3.47;;-0.23;;-5.68;-6.66;-12.34;40.03;51.26;-11.23
282;Murray State;OVC;;11;19;70.1;74.3;-4.27;;-5.43;;2.67;-15.13;-12.46;54.15;66.38;-12.23
283;Illinois-Chicago;Horizon;;8;22;57.3;62.5;-5.20;;-2.10;;-9.38;-3.29;-12.67;39.92;52.97;-13.05
284;Southern Utah;Big Sky;;3;27;58.7;67.9;-9.17;;-1.23;;-8.73;-4.07;-12.80;39.81;53.47;-13.66
285;Valparaiso;MVC;;13;18;65.1;65.8;-0.68;;-5.98;;-4.00;-8.91;-12.91;45.20;59.02;-13.82
286;Appalachian State;Sun Belt;;8;23;56.8;66.7;-9.94;;-3.03;;-10.04;-2.93;-12.96;44.18;57.59;-13.41
287;Eastern Kentucky;OVC;;8;19;56.9;62.9;-5.96;;-4.79;;-11.74;-1.55;-13.29;44.30;59.62;-15.32
288;North Florida;A-Sun;;13;18;62.5;63.0;-0.45;;-5.38;;-7.01;-6.54;-13.55;40.45;54.01;-13.56
289;Omaha;Summit;;12;16;63.8;66.6;-2.86;;-0.82;;-5.17;-8.45;-13.62;43.57;56.90;-13.32
290;Utah Valley;WAC;;11;19;61.8;65.8;-3.93;;-6.52;;-7.36;-6.48;-13.84;49.65;64.32;-14.67
291;Tennessee State;OVC;;6;21;67.6;72.9;-5.22;;-4.85;;-0.79;-13.06;-13.85;46.14;59.84;-13.71
292;Georgia State;Sun Belt;;8;22;63.0;66.9;-3.87;;-2.87;;-6.02;-7.86;-13.87;45.97;59.26;-13.29
293;St. Francis (NY);NEC;;13;17;62.9;64.5;-1.67;;-11.91;;-7.96;-6.02;-13.97;49.52;63.49;-13.97
294;Maryland-Eastern Shore;MEAC;;11;19;63.7;58.3;5.47;;-9.13;;-8.11;-6.21;-14.31;39.15;50.33;-11.18
295;College of Charleston;CAA;;7;24;58.5;72.7;-14.23;;-0.10;;-5.94;-8.39;-14.33;47.70;63.50;-15.79
296;Morgan State;MEAC;;16;15;61.7;54.3;7.35;;-12.32;;-12.17;-2.32;-14.49;37.24;49.52;-12.28
297;McNeese State;Southland;;12;18;39.0;;;;-6.70;;-5.25;-9.27;-14.52;;;
298;Lipscomb;A-Sun;;12;19;63.9;71.9;-8.00;;-6.79;;-6.33;-8.47;-14.79;47.73;63.91;-16.18
299;Sacred Heart;NEC;;14;17;62.8;67.2;-4.39;;-10.48;;-7.85;-7.02;-14.87;47.12;62.69;-15.57
300;Jackson State;SWAC;;15;13;71.9;58.1;13.71;;-17.27;;-2.99;-11.98;-14.97;35.63;47.79;-12.16
301;Canisius;MAAC;;10;20;55.5;63.7;-8.17;;-6.47;;-12.11;-3.04;-15.15;41.51;58.53;-17.02
302;Wofford;Southern;;10;20;62.6;61.2;1.37;;-5.79;;-8.35;-6.98;-15.32;40.98;55.21;-14.23
303;Colgate;Patriot;;7;23;56.3;67.2;-10.90;;-4.74;;-9.98;-5.59;-15.57;45.15;63.47;-18.32
304;Bryant;NEC;;9;21;61.9;67.6;-5.63;;-10.17;;-8.16;-7.65;-15.81;44.28;61.50;-17.22
305;Presbyterian;Big South;;12;18;60.1;68.0;-7.93;;-9.02;;-7.53;-8.30;-15.83;46.24;65.17;-18.93
306;Prairie View;SWAC;;15;16;71.0;67.9;3.13;;-11.88;;-1.46;-14.49;-15.95;43.14;56.83;-13.70
307;Monmouth;MAAC;;10;21;55.1;65.1;-10.00;;-6.06;;-10.85;-5.21;-16.06;42.59;61.38;-18.79
308;Rhode Island;A-10;;3;27;57.6;70.4;-12.83;;-1.04;;-7.80;-8.48;-16.28;42.88;60.73;-17.85
309;Loyola (IL);MVC;;7;23;53.4;67.3;-13.93;;-2.38;;-13.51;-2.81;-16.32;40.16;59.97;-19.81
310;FDU;NEC;;15;15;61.6;61.9;-0.30;;-13.80;;-10.89;-5.84;-16.73;42.70;60.73;-18.03
311;Western Carolina;Southern;;5;25;54.9;61.0;-6.07;;-3.50;;-13.02;-3.87;-16.89;38.65;56.93;-18.28
312;Southeastern Louisiana;Southland;;8;21;62.6;66.9;-4.34;;-7.58;;-5.25;-11.71;-16.96;43.52;57.56;-14.04
313;Detroit Mercy;Horizon;;2;28;59.8;79.5;-19.73;;2.75;;-2.96;-14.02;-16.99;47.02;66.05;-19.03
314;Mount St. Mary's;NEC;;9;20;63.9;70.8;-6.83;;-10.25;;-5.90;-11.17;-17.08;47.15;65.73;-18.58
315;Howard;MEAC;;12;18;64.8;70.7;-5.83;;-9.31;;-4.15;-12.96;-17.11;41.40;57.83;-16.43
316;Charleston Southern;Big South;;11;20;59.8;59.4;0.35;;-11.69;;-8.27;-9.20;-17.47;38.57;57.95;-19.38
317;Maryland-Baltimore County;AEC;;5;26;52.2;62.9;-10.68;;-4.57;;-14.81;-3.19;-18.00;40.52;62.09;-21.57
318;Eastern Illinois;OVC;;3;26;58.7;72.1;-13.45;;-4.92;;-9.40;-8.79;-18.18;42.92;64.91;-21.99
319;South Carolina State;MEAC;;12;18;58.7;53.9;4.87;;-13.38;;-13.76;-5.07;-18.83;31.20;49.02;-17.82
320;South Carolina Upstate;A-Sun;;11;19;64.9;65.9;-1.00;;-8.26;;-6.83;-12.14;-18.97;39.94;58.88;-18.94
321;Iona;MAAC;;2;28;52.4;66.1;-13.73;;-5.31;;-13.80;-5.24;-19.04;41.55;65.05;-23.50
322;Long Island University;NEC;;13;18;55.7;64.0;-8.26;;-10.94;;-14.01;-5.19;-19.20;39.40;61.85;-22.45
323;Houston Christian;Southland;;10;18;61.9;55.2;6.64;;-8.43;;-9.42;-10.46;-19.89;30.12;45.75;-15.62
324;Central Connecticut State;NEC;;7;23;59.3;71.5;-12.20;;-7.71;;-9.30;-10.61;-19.91;43.80;66.52;-22.73
325;North Carolina Central;MEAC;;9;21;63.0;67.5;-4.47;;-10.98;;-6.55;-13.50;-20.05;39.90;59.64;-19.74
326;Purdue Fort Wayne;Summit;;4;24;56.0;67.3;-11.25;;0.22;;-11.63;-8.67;-20.30;39.66;63.63;-23.96
327;Alabama A&M;SWAC;;11;18;56.4;62.6;-6.21;;-14.12;;-16.97;-3.36;-20.33;35.88;57.03;-21.15
328;Georgia Southern;Sun Belt;;5;25;56.8;64.1;-7.27;;-4.75;;-11.39;-8.94;-20.33;36.91;56.91;-20.00
329;Kennesaw State;A-Sun;;7;19;56.7;67.8;-11.19;;-5.53;;-12.31;-8.10;-20.41;37.59;60.61;-23.03
330;Northwestern State;Southland;;7;22;56.6;54.2;2.41;;-5.62;;-15.38;-5.36;-20.74;29.18;46.35;-17.17
331;Incarnate Word;Southland;;5;24;51.7;63.2;-11.48;;-4.39;;-17.50;-3.85;-21.35;32.52;54.15;-21.63
332;Florida A&M;MEAC;;8;24;59.4;62.8;-3.44;;-11.53;;-11.50;-10.12;-21.63;36.72;56.48;-19.76
333;Wagner;NEC;;6;23;55.1;65.1;-10.00;;-9.31;;-14.91;-7.01;-21.92;35.71;60.19;-24.48
334;Sam Houston;Southland;;4;23;56.2;62.1;-5.93;;-6.93;;-13.48;-8.45;-21.93;34.96;56.14;-21.18
335;Alcorn State;SWAC;;12;18;64.7;65.2;-0.47;;-12.84;;-7.56;-14.42;-21.99;36.79;56.92;-20.13
336;Massachusetts-Lowell;AEC;;4;26;58.7;68.8;-10.10;;-8.19;;-9.59;-12.57;-22.15;42.12;68.33;-26.22
337;Coppin State;MEAC;;6;23;55.6;68.7;-13.10;;-7.26;;-11.98;-10.32;-22.30;38.79;63.23;-24.44
338;Louisiana-Monroe;Sun Belt;;4;26;57.4;67.2;-9.87;;-4.19;;-11.60;-11.30;-22.91;37.17;61.40;-24.23
339;Mississippi Valley State;SWAC;;2;28;57.5;73.3;-15.77;;-8.09;;-13.13;-10.73;-23.85;39.69;66.57;-26.89
340;Saint Peter's;MAAC;;4;26;52.1;66.7;-14.63;;-9.33;;-16.34;-7.62;-23.96;35.26;65.53;-30.27
341;Arkansas-Pine Bluff;SWAC;;8;21;56.8;64.1;-7.34;;-10.78;;-16.04;-8.26;-24.29;33.19;57.90;-24.71
342;Delaware State;MEAC;;6;24;58.3;72.1;-13.87;;-7.98;;-10.38;-14.10;-24.48;38.95;64.77;-25.82
343;Alabama State;SWAC;;8;22;54.3;65.2;-10.87;;-9.92;;-16.92;-8.44;-25.37;34.85;60.62;-25.78
344;NJIT;A-Sun;;4;26;57.5;72.1;-14.53;;-7.33;;-12.46;-13.56;-26.02;38.95;69.74;-30.79
345;Longwood;Big South;;7;23;54.9;65.3;-10.40;;-13.20;;-15.27;-11.08;-26.35;32.64;63.81;-31.18
346;Chicago State;WAC;;1;29;50.6;73.4;-22.73;;-4.03;;-17.62;-9.67;-27.29;33.98;68.04;-34.07
347;Evansville;MVC;;3;27;59.5;76.7;-17.23;;-4.16;;-8.64;-19.62;-28.26;40.05;74.76;-34.71
348;Winthrop;Big South;;3;27;50.8;70.9;-20.10;;-8.38;;-17.77;-14.06;-31.83;29.70;69.34;-39.65
349;Savannah State;MEAC;;5;25;21.2;;;;-8.67;;-14.31;-18.37;-32.67;;;
