;;;;;;;;;;;;SRS;;;Adjusted;;
227;Bryant;NEC;;18;13;67.5;63.9;3.61;;-10.34;;-1.62;-5.10;-6.72;57.27;60.65;-3.38
228;Holy Cross;Patriot;;13;17;60.5;61.9;-1.40;;-5.38;;-5.10;-1.68;-6.78;50.68;54.75;-4.07
229;Northern Illinois;MAC;;13;17;67.4;71.4;-3.93;;-0.66;;2.47;-9.57;-7.11;53.04;57.14;-4.10
230;South Carolina Upstate;A-Sun;;22;12;67.7;59.3;8.35;;-7.95;;-3.18;-4.02;-7.20;46.55;49.37;-2.82
231;Monmouth;MAAC;;14;17;66.2;67.7;-1.48;;-5.85;;0.45;-7.78;-7.33;54.40;59.33;-4.93
232;Navy;Patriot;;15;15;55.1;53.4;1.67;;-6.41;;-10.79;3.45;-7.34;46.98;52.07;-5.09
233;North Carolina A&T;MEAC;;19;12;62.9;53.0;9.97;;-10.21;;-5.59;-1.82;-7.42;42.85;45.86;-3.01
234;Clemson;ACC;;4;26;52.3;67.5;-15.20;;7.60;;-7.68;0.08;-7.60;49.44;54.53;-5.09
235;Southeast Missouri State;OVC;;15;15;70.8;66.1;4.67;;-6.66;;-0.29;-7.51;-7.80;48.52;52.05;-3.54
236;Cleveland State;Horizon;;9;20;61.9;68.0;-6.10;;-2.15;;-5.10;-3.15;-8.25;47.99;53.76;-5.77
237;New Hampshire;AEC;;12;18;57.5;58.5;-1.03;;-4.69;;-6.74;-1.50;-8.25;49.43;55.29;-5.86
238;Purdue Fort Wayne;Summit;;7;23;65.5;67.3;-1.77;;-0.18;;-1.46;-6.79;-8.25;48.70;54.31;-5.61
239;Gardner-Webb;Big South;;19;12;62.5;56.2;6.26;;-9.84;;-6.27;-1.98;-8.26;48.21;50.82;-2.61
240;Maryland-Baltimore County;AEC;;18;14;57.9;59.3;-1.44;;-6.82;;-7.19;-1.07;-8.26;49.77;55.80;-6.03
241;Sacred Heart;NEC;;20;13;65.3;64.2;1.03;;-9.30;;-3.43;-4.84;-8.27;56.44;61.73;-5.29
242;South Alabama;Sun Belt;;15;15;56.5;55.3;1.13;;-4.84;;-11.50;3.23;-8.27;40.11;44.58;-4.48
243;Bradley;MVC;;9;22;55.3;60.0;-4.74;;-0.60;;-10.16;1.76;-8.40;42.12;48.58;-6.45
244;Dartmouth;Ivy;;12;18;54.6;57.8;-3.17;;-2.86;;-10.29;1.66;-8.63;49.86;55.39;-5.54
245;Austin Peay;OVC;;10;20;69.1;68.9;0.17;;-2.77;;0.32;-9.02;-8.69;53.11;58.40;-5.28
246;Hampton;MEAC;;14;17;61.0;62.2;-1.16;;-5.94;;-6.08;-2.73;-8.81;44.89;49.24;-4.36
247;East Tennessee State;Southern;;16;14;60.3;57.3;3.00;;-4.76;;-6.60;-2.39;-8.98;46.43;51.64;-5.21
248;Stephen F. Austin;Southland;;18;12;67.7;56.1;11.67;;-10.32;;-4.25;-4.78;-9.03;45.60;50.16;-4.56
249;Wichita State;MVC;;8;22;52.8;61.1;-8.30;;-0.88;;-11.54;2.36;-9.18;45.07;52.84;-7.78
250;Furman;Southern;;15;16;63.5;61.0;2.45;;-6.45;;-2.77;-6.50;-9.28;53.18;58.84;-5.66
251;Loyola (MD);Patriot;;16;16;54.6;58.2;-3.59;;-5.74;;-11.22;1.88;-9.33;47.28;54.84;-7.56
252;Columbia;Ivy;;12;17;66.0;67.8;-1.72;;-4.01;;-0.60;-8.84;-9.44;51.70;59.56;-7.85
253;Appalachian State;Sun Belt;;10;20;66.3;71.8;-5.50;;-3.98;;0.77;-10.25;-9.48;51.10;56.73;-5.63
254;American;Patriot;;8;23;53.9;59.9;-5.94;;-3.70;;-10.79;1.16;-9.64;49.44;57.87;-8.43
255;La Salle;A-10;;5;25;58.3;69.5;-11.17;;1.38;;-4.72;-5.07;-9.79;49.53;57.25;-7.72
256;Towson;CAA;;7;24;61.4;70.7;-9.35;;-0.63;;-2.27;-7.71;-9.98;53.14;61.66;-8.51
257;Siena;MAAC;;14;18;57.0;61.2;-4.13;;-5.94;;-8.73;-1.33;-10.06;45.76;54.78;-9.02
258;Miami (OH);MAC;;9;21;59.9;68.7;-8.80;;-1.31;;-7.87;-2.24;-10.11;46.96;55.90;-8.94
259;Valparaiso;Horizon;;10;21;63.5;64.8;-1.29;;1.72;;-2.95;-7.69;-10.64;45.97;54.39;-8.42
260;Northwestern State;Southland;;19;12;63.4;49.5;13.84;;-9.43;;-9.05;-1.82;-10.87;44.31;49.84;-5.53
261;UNC Wilmington;CAA;;7;23;53.0;61.5;-8.53;;0.29;;-9.82;-1.07;-10.88;45.84;55.34;-9.50
262;McNeese State;Southland;;20;13;30.6;;;;-9.06;;3.01;-13.91;-10.90;;;
263;Kent State;MAC;;6;23;61.4;69.0;-7.52;;-0.56;;-4.83;-6.12;-10.95;48.54;58.24;-9.70
264;Bethune-Cookman;MEAC;;18;13;60.8;52.6;8.19;;-12.69;;-10.53;-0.67;-11.20;44.47;50.73;-6.26
265;Binghamton;AEC;;14;17;56.1;55.1;0.94;;-4.70;;-10.33;-0.90;-11.23;40.16;49.33;-9.17
266;Coppin State;MEAC;;16;16;62.8;60.6;2.19;;-9.67;;-4.87;-6.42;-11.29;45.38;51.86;-6.48
267;Tennessee Tech;OVC;;10;19;61.8;68.7;-6.97;;-4.40;;-6.16;-5.21;-11.37;47.01;55.51;-8.50
268;Kansas City;WAC;;10;18;58.6;59.1;-0.43;;-5.63;;-8.58;-2.90;-11.48;45.77;56.08;-10.31
269;Seattle;WAC;;9;21;60.2;66.7;-6.47;;-2.09;;-6.49;-5.08;-11.57;45.14;55.83;-10.69
270;Saint Francis (PA);NEC;;14;17;74.5;74.0;0.48;;-9.35;;5.50;-17.08;-11.58;50.19;59.72;-9.53
271;Tennessee State;OVC;;12;18;61.6;66.1;-4.50;;-3.64;;-7.10;-4.68;-11.78;45.41;52.44;-7.03
272;Louisiana-Monroe;Sun Belt;;12;17;58.5;51.6;6.90;;-5.51;;-11.31;-0.47;-11.79;35.78;43.53;-7.75
273;Denver;Summit;;5;25;53.5;65.6;-12.10;;0.15;;-11.59;-0.36;-11.95;47.68;60.92;-13.23
274;Nevada;MWC;;5;25;56.4;63.1;-6.70;;-0.53;;-7.81;-4.52;-12.33;39.86;51.35;-11.48
275;Hartford;AEC;;11;19;48.9;59.0;-10.17;;-2.20;;-14.55;2.18;-12.37;44.66;58.43;-13.78
276;Texas Southern;SWAC;;19;11;59.5;52.9;6.63;;-19.07;;-14.02;1.61;-12.41;44.26;49.71;-5.46
277;Jacksonville State;OVC;;10;18;55.1;54.8;0.29;;-8.73;;-15.74;3.27;-12.47;38.33;47.82;-9.49
278;North Dakota State;Summit;;7;22;64.9;67.9;-3.03;;-2.91;;-1.63;-10.95;-12.57;46.18;57.24;-11.06
279;Illinois State;MVC;;8;22;55.6;66.3;-10.73;;-1.99;;-9.95;-2.77;-12.72;42.57;54.53;-11.96
280;Rider;MAAC;;8;22;58.2;66.4;-8.20;;-4.53;;-6.99;-5.74;-12.73;47.48;60.00;-12.52
281;Northern Arizona;Big Sky;;6;24;65.2;73.1;-7.90;;-1.24;;-2.59;-10.44;-13.03;47.88;58.42;-10.54
282;Cal State Northridge;Big West;;7;24;62.4;71.4;-9.00;;-1.31;;-2.88;-10.20;-13.08;45.65;58.02;-12.37
283;Texas State;Sun Belt;;12;19;61.4;67.9;-6.48;;-1.65;;-3.24;-9.89;-13.14;48.54;58.92;-10.38
284;Florida International;CUSA;;5;26;59.4;72.7;-13.35;;0.15;;-4.98;-8.22;-13.20;52.57;65.27;-12.70
285;High Point;Big South;;12;19;65.0;68.1;-3.13;;-7.25;;-1.57;-11.65;-13.22;52.05;61.71;-9.66
286;Georgia State;Sun Belt;;10;19;64.1;71.3;-7.21;;-6.26;;-3.54;-9.93;-13.46;48.56;60.12;-11.56
287;Colgate;Patriot;;7;23;58.9;69.5;-10.53;;-2.96;;-5.11;-8.38;-13.49;48.31;61.91;-13.60
288;Central Connecticut State;NEC;;12;18;58.9;63.8;-4.90;;-8.60;;-9.80;-3.70;-13.50;46.35;59.78;-13.43
289;Murray State;OVC;;12;17;67.1;67.5;-0.34;;-6.51;;-3.76;-9.78;-13.54;46.94;57.04;-10.10
290;Sam Houston;Southland;;14;18;64.3;62.8;1.53;;-7.44;;-4.11;-9.49;-13.60;48.84;57.80;-8.97
291;Evansville;MVC;;3;28;54.7;68.8;-14.10;;0.14;;-9.13;-4.83;-13.96;47.65;62.64;-14.99
292;Kennesaw State;A-Sun;;11;19;59.7;63.9;-4.20;;-7.38;;-7.93;-6.20;-14.13;48.03;59.88;-11.85
293;Niagara;MAAC;;8;23;56.1;65.5;-9.48;;-4.73;;-9.36;-4.86;-14.21;50.18;65.27;-15.09
294;Morehead State;OVC;;10;20;79.4;78.6;0.83;;-6.83;;8.12;-22.56;-14.44;47.92;58.30;-10.38
295;Southern;SWAC;;19;12;62.9;57.5;5.42;;-14.11;;-9.09;-5.45;-14.54;39.74;46.90;-7.16
296;Houston Christian;Southland;;14;15;65.1;57.0;8.07;;-11.20;;-7.06;-7.52;-14.58;39.60;48.78;-9.19
297;Georgia Southern;Sun Belt;;7;22;53.1;60.2;-7.17;;-5.76;;-13.07;-1.52;-14.59;42.68;57.30;-14.63
298;Lafayette;Patriot;;6;23;57.8;65.9;-8.14;;-6.64;;-7.20;-7.58;-14.78;49.10;64.58;-15.49
299;Vermont;AEC;;9;21;55.9;64.4;-8.50;;-6.29;;-9.43;-5.36;-14.79;43.96;58.97;-15.01
300;Wofford;Southern;;9;20;60.2;62.1;-1.86;;-7.64;;-6.72;-8.55;-15.27;42.53;55.33;-12.80
301;Charleston Southern;Big South;;14;17;58.5;55.5;3.06;;-11.27;;-10.83;-4.51;-15.34;38.13;50.16;-12.03
302;Coastal Carolina;Big South;;12;18;63.1;57.8;5.33;;-10.59;;-8.81;-6.63;-15.44;40.03;51.67;-11.64
303;FDU;NEC;;11;21;64.8;71.3;-6.47;;-9.19;;-3.87;-11.79;-15.66;50.81;66.63;-15.82
304;Alabama State;SWAC;;19;12;62.9;56.3;6.61;;-18.24;;-10.17;-5.67;-15.84;42.42;51.99;-9.57
305;Portland;WCC;;3;27;58.5;70.6;-12.13;;4.31;;-6.25;-9.61;-15.86;42.72;59.85;-17.13
306;Lamar;Southland;;12;19;69.5;56.4;13.06;;-9.44;;-2.47;-13.64;-16.11;38.00;47.96;-9.96
307;Southern Utah;Big Sky;;4;25;58.7;72.8;-14.07;;-2.23;;-8.99;-7.31;-16.30;41.92;58.84;-16.92
308;Texas A&M-Corpus Christi;Southland;;9;20;59.2;58.1;1.14;;-10.02;;-10.35;-6.18;-16.54;39.38;51.54;-12.16
309;Campbell;Big South;;13;18;56.8;59.7;-2.90;;-11.62;;-11.39;-5.22;-16.62;43.58;59.01;-15.43
310;Massachusetts-Lowell;AEC;;4;24;58.1;71.2;-13.07;;-3.70;;-5.84;-10.93;-16.77;49.00;67.25;-18.25
311;Mount St. Mary's;NEC;;9;21;56.5;61.9;-5.33;;-11.47;;-13.50;-3.30;-16.80;41.43;58.08;-16.66
312;Florida A&M;MEAC;;16;15;63.3;58.2;5.13;;-13.11;;-7.75;-9.09;-16.84;40.19;52.99;-12.80
313;Maryland-Eastern Shore;MEAC;;12;17;57.4;59.3;-1.90;;-10.21;;-12.06;-4.98;-17.03;40.30;54.12;-13.81
314;Saint Peter's;MAAC;;4;26;51.4;63.2;-11.83;;-5.26;;-14.82;-2.28;-17.10;40.53;59.86;-19.33
315;Western Carolina;Southern;;7;22;62.4;63.9;-1.45;;-6.09;;-5.33;-11.84;-17.17;42.93;57.48;-14.55
316;Chicago State;WAC;;4;25;54.2;67.6;-13.38;;-4.00;;-13.04;-4.34;-17.38;41.58;60.66;-19.07
317;Cal State Fullerton;Big West;;3;27;55.8;67.9;-12.10;;-3.73;;-11.60;-6.00;-17.60;42.02;62.42;-20.40
318;UNC Greensboro;Southern;;8;22;65.5;67.7;-2.17;;-7.43;;-1.36;-16.48;-17.84;43.09;57.38;-14.28
319;Long Island University;NEC;;9;21;58.0;65.2;-7.20;;-10.90;;-11.71;-6.39;-18.10;44.55;64.23;-19.68
320;Eastern Illinois;OVC;;3;25;60.1;74.5;-14.36;;-4.27;;-8.57;-10.06;-18.63;45.91;65.19;-19.28
321;Lipscomb;A-Sun;;5;25;62.7;74.0;-11.27;;-6.42;;-4.47;-14.33;-18.80;52.41;69.54;-17.13
322;Morgan State;MEAC;;13;17;54.3;58.6;-4.33;;-9.75;;-13.87;-4.98;-18.85;36.31;54.06;-17.75
323;St. Francis (NY);NEC;;7;22;58.3;66.8;-8.45;;-10.45;;-11.08;-7.82;-18.90;46.15;67.32;-21.18
324;North Florida;A-Sun;;7;23;56.5;61.9;-5.37;;-4.99;;-10.53;-8.46;-18.99;42.55;60.66;-18.11
325;Grambling;SWAC;;17;14;65.0;63.0;2.00;;-15.15;;-7.94;-11.24;-19.18;43.88;58.54;-14.66
326;South Carolina State;MEAC;;13;16;56.3;50.4;5.86;;-13.66;;-14.57;-4.76;-19.33;35.41;51.19;-15.78
327;Delaware State;MEAC;;9;21;60.3;67.6;-7.30;;-10.45;;-8.10;-11.61;-19.72;42.37;61.42;-19.04
328;UC Irvine;Big West;;4;27;56.5;71.6;-15.16;;-1.49;;-10.57;-9.19;-19.76;36.15;56.80;-20.65
329;Savannah State;MEAC;;10;18;28.3;;;;-9.43;;-16.49;-3.37;-19.85;;;
330;Incarnate Word;Southland;;6;23;57.6;55.5;2.03;;-8.95;;-13.67;-6.44;-20.11;36.05;53.59;-17.54
331;Nicholls State;Southland;;10;19;63.8;60.4;3.38;;-13.79;;-8.61;-11.50;-20.11;39.73;54.48;-14.75
332;Winthrop;Big South;;4;26;53.4;67.6;-14.23;;-6.27;;-12.76;-7.75;-20.51;41.24;62.30;-21.06
333;Howard;MEAC;;7;24;63.4;72.3;-8.94;;-9.41;;-3.97;-16.60;-20.57;44.54;63.41;-18.87
334;Portland State;Big Sky;;4;26;66.9;80.3;-13.43;;-1.15;;-1.25;-19.79;-21.04;38.24;55.95;-17.71
335;Wagner;NEC;;5;24;60.2;72.9;-12.62;;-8.57;;-8.27;-12.92;-21.19;44.08;66.76;-22.68
336;Prairie View;SWAC;;13;15;62.9;63.4;-0.54;;-17.78;;-11.56;-9.97;-21.52;42.68;61.10;-18.42
337;Air Force;MWC;;1;29;47.4;68.4;-20.97;;-0.62;;-16.04;-5.54;-21.59;32.08;58.19;-26.11
338;Boston University;Patriot;;3;27;51.6;68.6;-17.00;;-4.91;;-13.37;-8.54;-21.91;41.26;67.16;-25.90
339;Norfolk State;MEAC;;3;24;59.4;68.3;-8.89;;-11.11;;-9.61;-12.91;-22.51;39.79;61.02;-21.23
340;NJIT;A-Sun;;4;26;49.8;61.1;-11.30;;-5.42;;-18.92;-3.93;-22.85;33.55;58.74;-25.19
341;Southeastern Louisiana;Southland;;4;25;62.8;72.1;-9.31;;-7.55;;-5.71;-17.32;-23.03;41.77;60.91;-19.14
342;New Orleans;Southland;;8;19;61.0;58.1;2.93;;-11.84;;-13.57;-9.95;-23.52;32.71;52.12;-19.42
343;Alcorn State;SWAC;;11;19;61.1;63.2;-2.17;;-17.02;;-11.18;-12.69;-23.87;36.61;56.20;-19.59
344;Longwood;Big South;;8;22;58.4;67.6;-9.20;;-7.99;;-10.21;-14.17;-24.38;37.65;61.11;-23.46
345;Jackson State;SWAC;;14;16;62.5;61.1;1.43;;-19.34;;-12.92;-14.16;-27.08;33.50;56.09;-22.59
346;North Carolina Central;MEAC;;5;23;50.9;58.1;-7.29;;-13.60;;-20.18;-7.87;-28.04;28.94;56.03;-27.09
347;Arkansas-Pine Bluff;SWAC;;9;21;58.3;62.1;-3.73;;-15.85;;-15.10;-15.41;-30.51;32.76;60.22;-27.46
348;Alabama A&M;SWAC;;5;25;57.9;74.2;-16.30;;-16.42;;-14.90;-20.77;-35.66;35.64;71.15;-35.50
349;Mississippi Valley State;SWAC;;3;26;49.5;75.1;-25.66;;-14.19;;-22.18;-24.60;-46.78;23.16;70.02;-46.87
