;;;;;;;;;;;;SRS;;;Adjusted;;
267;South Carolina State;MEAC;;7;22;55.2;60.4;-5.17;;;;;;;70.90;82.45;-11.56
268;South Dakota State;Ind;;25;6;71.2;54.3;16.90;;;;;;;;;
269;South Florida;Big East;;21;12;72.4;63.8;8.58;;;;;;;98.58;87.63;10.95
270;Southeastern Louisiana;Southland;;0;13;144.3;128.0;16.31;;;;;;;85.57;85.86;-0.30
271;Southern;SWAC;;5;22;51.7;64.4;-12.74;;;;;;;72.99;91.12;-18.13
272;Southern California;Pac-10;;17;13;66.2;62.4;3.80;;;;;;;92.46;87.14;5.32
273;Southern Illinois;MVC;;21;11;64.0;60.2;3.84;;;;;;;98.22;91.27;6.95
274;Southern Methodist;CUSA;;18;12;68.2;63.0;5.17;;;;;;;89.45;82.90;6.56
275;Southern Mississippi;CUSA;;15;15;63.6;59.2;4.40;;;;;;;83.75;83.79;-0.04
276;Southern Utah;Mid-Cont;;9;20;51.1;51.7;-0.55;;;;;;;70.68;86.20;-15.52
277;St. Bonaventure;A-10;;16;15;62.8;63.0;-0.19;;;;;;;91.32;91.27;0.05
278;St. Francis (NY);NEC;;13;18;59.5;62.0;-2.45;;;;;;;87.83;92.40;-4.57
279;St. John's (NY);Big East;;8;20;60.8;68.2;-7.46;;;;;;;87.06;97.77;-10.72
280;Stephen F. Austin;Southland;;21;12;66.8;61.1;5.70;;;;;;;86.31;82.75;3.56
281;Stetson;A-Sun;;5;25;56.3;65.7;-9.40;;;;;;;79.61;94.93;-15.32
282;Stony Brook;AEC;;18;11;70.1;67.7;2.41;;;;;;;95.63;92.21;3.42
283;Syracuse;Big East;;9;20;58.5;67.2;-8.69;;;;;;;83.15;96.83;-13.68
284;Tennessee State;OVC;;7;22;60.4;64.4;-3.93;;;;;;;73.34;88.93;-15.58
285;Tennessee Tech;OVC;;12;18;63.4;64.5;-1.03;;;;;;;90.02;95.97;-5.95
286;Tennessee-Martin;OVC;;17;14;59.5;58.5;0.90;;;;;;;89.20;92.32;-3.12
287;Texas;Big 12;;18;14;64.4;58.8;5.53;;;;;;;88.38;80.70;7.68
288;Texas A&M-Corpus Christi;Southland;;15;16;62.9;67.5;-4.52;;;;;;;89.47;97.48;-8.01
289;Texas Southern;SWAC;;5;22;51.3;63.9;-12.59;;;;;;;71.12;93.01;-21.89
290;Texas State;Southland;;18;12;63.8;57.3;6.50;;;;;;;84.74;86.16;-1.42
291;Texas Tech;Big 12;;15;16;63.8;62.3;1.52;;;;;;;90.31;88.13;2.18
292;Texas-Rio Grande Valley;Ind;;11;18;54.5;53.1;1.41;;;;;;;73.06;84.59;-11.53
293;Toledo;MAC;;11;19;63.4;67.0;-3.57;;;;;;;89.38;94.22;-4.84
294;Towson;CAA;;17;12;60.0;59.1;0.93;;;;;;;83.41;89.41;-6.00
295;Troy;Sun Belt;;12;17;60.6;57.2;3.38;;;;;;;84.25;92.28;-8.03
296;Tulane;CUSA;;26;7;71.1;60.0;11.12;;;;;;;95.87;84.51;11.36
297;Tulsa;CUSA;;11;19;62.0;65.3;-3.33;;;;;;;86.72;91.29;-4.58
298;UAB;CUSA;;19;13;69.1;68.0;1.06;;;;;;;96.55;94.72;1.83
299;UC Davis;Ind;;13;16;61.5;59.2;2.24;;;;;;;;;
300;UC Irvine;Big West;;6;24;63.2;71.3;-8.03;;;;;;;81.01;92.58;-11.57
301;UC Santa Barbara;Big West;;19;14;68.8;67.4;1.36;;;;;;;90.44;92.26;-1.82
302;UCF;CUSA;;8;22;57.9;66.0;-8.13;;;;;;;78.60;90.40;-11.79
303;UCLA;Pac-10;;14;18;67.8;70.1;-2.34;;;;;;;92.74;96.16;-3.42
304;UNC Greensboro;Southern;;12;6;110.6;106.2;4.33;;;;;;;89.33;86.49;2.84
305;UNC Wilmington;CAA;;8;23;55.0;63.1;-8.10;;;;;;;81.38;93.17;-11.79
306;Utah;MWC;;19;14;61.0;58.8;2.24;;;;;;;91.77;88.33;3.44
307;Utah State;WAC;;11;18;59.6;65.4;-5.86;;;;;;;83.93;92.24;-8.31
308;Utah Valley;Ind;;15;13;68.6;64.3;4.32;;;;;;;;;
309;UTEP;CUSA;;22;8;68.8;57.3;11.43;;;;;;;93.63;85.61;8.01
310;UTSA;Southland;;14;16;61.5;62.9;-1.40;;;;;;;87.38;89.65;-2.26
311;Valparaiso;Mid-Cont;;20;11;59.7;52.6;7.10;;;;;;;84.20;84.33;-0.13
312;Vermont;AEC;;19;12;66.1;62.1;3.97;;;;;;;90.52;85.03;5.49
313;Villanova;Big East;;8;21;55.8;61.0;-5.14;;;;;;;87.67;96.83;-9.15
314;Virginia;ACC;;19;15;72.7;71.4;1.29;;;;;;;96.41;95.41;1.00
315;Virginia Commonwealth;CAA;;17;13;64.0;64.5;-0.47;;;;;;;88.61;90.36;-1.75
316;Virginia Tech;ACC;;19;15;66.1;64.4;1.68;;;;;;;91.39;90.81;0.58
317;Wagner;NEC;;3;26;53.9;69.1;-15.14;;;;;;;78.28;102.56;-24.28
318;Wake Forest;ACC;;9;20;56.5;64.9;-8.38;;;;;;;79.12;95.11;-15.99
319;Washington State;Pac-10;;5;24;56.4;66.7;-10.28;;;;;;;78.76;93.42;-14.66
320;Weber State;Big Sky;;17;14;67.7;63.1;4.61;;;;;;;96.16;94.90;1.26
321;Western Carolina;Southern;;24;10;69.4;65.9;3.50;;;;;;;92.36;87.42;4.93
322;Western Illinois;Mid-Cont;;10;19;54.3;50.7;3.59;;;;;;;76.14;85.14;-9.00
323;Western Kentucky;Sun Belt;;23;9;71.8;65.1;6.72;;;;;;;98.98;89.66;9.32
324;Western Michigan;MAC;;14;18;69.9;71.3;-1.38;;;;;;;91.99;94.23;-2.24
325;Wichita State;MVC;;9;20;68.0;71.3;-3.28;;;;;;;93.46;99.80;-6.35
326;William & Mary;CAA;;19;12;60.6;57.8;2.77;;;;;;;88.42;86.02;2.40
327;Winthrop;Big South;;6;26;54.2;61.1;-6.97;;;;;;;78.06;93.99;-15.93
328;Wisconsin;Big Ten;;23;13;70.4;62.9;7.42;;;;;;;98.01;87.71;10.31
329;Wofford;Southern;;13;16;57.5;61.4;-3.93;;;;;;;79.58;89.16;-9.58
330;Wright State;Horizon;;10;18;58.4;64.1;-5.68;;;;;;;84.90;93.93;-9.04
331;Wyoming;MWC;;27;9;66.3;54.4;11.94;;;;;;;101.06;86.06;15.01
332;Yale;Ivy;;12;16;63.3;63.3;0.07;;;;;;;89.70;89.61;0.09
333;Youngstown State;Horizon;;7;21;57.0;64.1;-7.11;;;;;;;80.22;93.63;-13.40
