;;;;;;;;;;;;SRS;;;Adjusted;;
227;UNC Greensboro;Southern;;20;15;63.6;55.1;8.51;;-6.80;;-4.73;-2.19;-6.93;44.77;47.20;-2.43
228;UTEP;CUSA;;8;23;65.8;70.1;-4.35;;0.48;;-0.32;-6.80;-7.12;52.67;56.69;-4.02
229;Jacksonville State;OVC;;13;15;64.9;59.0;5.82;;-7.81;;-6.35;-0.83;-7.18;45.78;48.24;-2.46
230;Loyola (MD);Patriot;;11;20;59.9;62.2;-2.23;;-5.25;;-6.71;-0.76;-7.47;52.88;57.45;-4.56
231;Sacramento State;Big Sky;;10;20;82.4;84.8;-2.40;;-1.60;;14.61;-22.20;-7.60;56.42;61.57;-5.14
232;San Diego State;MWC;;11;19;32.2;;;;0.63;;-0.97;-6.65;-7.63;;;
233;Akron;MAC;;9;21;62.6;65.6;-2.97;;0.14;;-3.72;-4.03;-7.75;46.80;51.65;-4.85
234;Campbell;Big South;;21;10;59.7;46.3;13.48;;-14.31;;-13.04;5.23;-7.81;45.92;47.18;-1.26
235;Miami (OH);MAC;;11;21;61.2;63.6;-2.41;;-0.98;;-5.52;-2.49;-8.02;47.71;53.20;-5.50
236;Southern Utah;Big Sky;;7;23;66.4;70.7;-4.30;;-0.51;;-1.09;-6.95;-8.03;47.04;53.51;-6.48
237;Binghamton;AEC;;13;17;61.9;58.5;3.47;;-6.39;;-5.07;-3.00;-8.07;47.53;52.39;-4.86
238;Stony Brook;AEC;;12;18;56.8;56.1;0.73;;-6.71;;-9.99;1.90;-8.09;48.38;53.68;-5.30
239;Bethune-Cookman;MEAC;;21;11;60.2;49.5;10.72;;-12.70;;-9.65;1.55;-8.10;41.36;43.81;-2.45
240;Boston University;Patriot;;13;17;59.6;62.8;-3.17;;-4.95;;-6.44;-1.68;-8.12;49.95;56.14;-6.19
241;Monmouth;MAAC;;15;16;64.9;65.5;-0.52;;-7.65;;-2.02;-6.14;-8.16;49.02;55.03;-6.02
242;Robert Morris;NEC;;22;11;62.8;55.4;7.42;;-12.55;;-8.46;-0.21;-8.67;47.11;50.19;-3.08
243;Eastern Michigan;MAC;;6;25;61.5;69.1;-7.58;;1.36;;-4.51;-4.23;-8.74;48.44;55.02;-6.58
244;SIU Edwardsville;OVC;;14;17;68.7;70.4;-1.65;;-5.15;;-0.65;-8.16;-8.81;53.90;59.50;-5.60
245;Denver;Summit;;6;24;62.3;71.0;-8.73;;-0.24;;-2.34;-6.63;-8.97;53.13;61.99;-8.86
246;Dartmouth;Ivy;;8;19;58.9;65.6;-6.70;;-2.40;;-5.66;-3.44;-9.10;54.35;62.01;-7.66
247;Marist;MAAC;;15;17;61.6;64.5;-2.88;;-6.23;;-4.59;-4.52;-9.11;56.17;63.81;-7.64
248;Southeast Missouri State;OVC;;13;17;73.9;67.9;5.97;;-8.19;;1.00;-10.16;-9.15;52.70;58.28;-5.58
249;Georgia State;Sun Belt;;12;18;61.4;61.8;-0.43;;-5.50;;-7.05;-2.21;-9.26;47.24;53.40;-6.16
250;Austin Peay;OVC;;14;16;67.0;64.1;2.87;;-7.20;;-3.61;-5.70;-9.31;47.33;53.40;-6.07
251;High Point;Big South;;15;15;68.2;62.1;6.13;;-10.44;;-0.37;-9.32;-9.69;51.88;57.44;-5.57
252;Canisius;MAAC;;10;21;59.2;64.4;-5.16;;-4.56;;-7.44;-2.28;-9.72;53.27;61.70;-8.44
253;Evansville;MVC;;14;17;61.9;63.6;-1.68;;-4.43;;-6.43;-3.33;-9.76;47.48;55.44;-7.96
254;Tennessee-Martin;OVC;;12;19;70.5;76.7;-6.26;;-3.57;;2.34;-12.16;-9.82;58.85;65.81;-6.97
255;UNC Wilmington;CAA;;11;20;54.5;62.1;-7.61;;1.03;;-10.48;0.61;-9.88;47.21;55.96;-8.75
256;Niagara;MAAC;;8;22;60.3;68.1;-7.80;;-2.13;;-4.77;-5.16;-9.93;55.88;64.65;-8.77
257;UNC Asheville;Big South;;19;15;63.9;59.9;4.03;;-10.86;;-5.72;-4.42;-10.13;55.89;61.74;-5.85
258;Bradley;MVC;;12;19;60.9;64.5;-3.58;;-3.09;;-6.89;-3.34;-10.22;46.42;55.83;-9.42
259;Liberty;Big South;;13;17;62.8;61.6;1.13;;-9.25;;-4.73;-5.56;-10.28;50.91;56.97;-6.07
260;Davidson;A-10;;6;23;57.4;67.8;-10.41;;0.13;;-5.58;-4.71;-10.29;47.46;55.49;-8.04
261;Maryland-Baltimore County;AEC;;15;16;59.6;61.5;-1.81;;-6.14;;-7.29;-3.09;-10.38;50.18;58.28;-8.10
262;Colgate;Patriot;;10;20;67.1;72.4;-5.33;;-5.18;;1.06;-11.58;-10.51;53.09;61.89;-8.80
263;Saint Francis (PA);NEC;;17;15;75.3;73.5;1.81;;-12.46;;5.39;-16.03;-10.64;52.51;60.11;-7.59
264;Georgia Southern;Sun Belt;;13;17;61.5;60.3;1.13;;-6.87;;-7.15;-3.75;-10.90;48.90;57.05;-8.15
265;Kansas City;WAC;;10;19;62.2;62.6;-0.41;;-4.20;;-6.36;-4.62;-10.98;48.27;58.58;-10.31
266;Wofford;Southern;;13;17;61.8;60.3;1.50;;-5.91;;-6.38;-4.60;-10.98;50.48;59.72;-9.24
267;Norfolk State;MEAC;;15;15;62.7;51.1;11.53;;-13.55;;-8.51;-2.51;-11.01;39.39;45.53;-6.14
268;South Alabama;Sun Belt;;11;20;51.8;55.1;-3.32;;-4.04;;-14.92;3.88;-11.04;38.27;46.99;-8.72
269;North Carolina A&T;MEAC;;14;18;60.7;56.9;3.81;;-8.58;;-8.07;-2.98;-11.05;39.99;48.38;-8.39
270;Coastal Carolina;Sun Belt;;13;16;62.8;60.4;2.34;;-8.09;;-6.19;-4.90;-11.09;44.97;52.92;-7.94
271;Grambling;SWAC;;19;15;65.1;64.8;0.26;;-11.48;;-4.64;-6.57;-11.21;51.78;59.16;-7.38
272;Massachusetts;A-10;;9;21;57.0;64.0;-7.07;;-2.96;;-9.07;-2.21;-11.27;50.01;59.00;-8.99
273;Murray State;OVC;;15;14;73.3;67.7;5.66;;-10.49;;0.13;-11.73;-11.60;51.57;60.14;-8.57
274;McNeese State;Southland;;14;17;29.8;;;;-9.26;;-2.09;-9.57;-11.65;;;
275;Utah Valley;WAC;;9;22;57.8;62.0;-4.13;;-4.08;;-10.08;-1.83;-11.91;48.59;60.24;-11.65
276;Vermont;AEC;;9;20;55.4;61.3;-5.90;;-6.04;;-12.04;0.10;-11.94;46.22;56.85;-10.63
277;Eastern Kentucky;OVC;;12;20;64.7;67.9;-3.28;;-5.87;;-5.34;-6.76;-12.10;48.94;58.81;-9.87
278;New Orleans;Southland;;14;15;72.1;60.7;11.45;;-7.87;;-0.29;-11.81;-12.10;43.56;51.52;-7.96
279;North Dakota State;Summit;;6;24;63.5;71.0;-7.50;;1.62;;-2.64;-9.60;-12.24;48.35;60.14;-11.80
280;Youngstown State;Horizon;;9;21;67.5;69.9;-2.43;;-3.67;;-1.38;-10.89;-12.27;49.33;60.89;-11.56
281;Tennessee State;OVC;;10;16;65.0;68.2;-3.12;;-5.23;;-4.79;-7.55;-12.35;45.15;54.88;-9.73
282;Texas Southern;SWAC;;23;10;60.7;57.1;3.61;;-14.11;;-10.60;-1.80;-12.40;43.80;51.49;-7.68
283;Northern Kentucky;Horizon;;9;22;55.8;62.3;-6.48;;-3.51;;-12.26;-0.16;-12.41;45.16;57.59;-12.43
284;Charleston Southern;Big South;;18;14;60.5;53.5;7.00;;-12.12;;-11.12;-1.35;-12.47;40.04;48.40;-8.35
285;Sacred Heart;NEC;;17;15;62.8;63.6;-0.84;;-11.63;;-7.32;-5.16;-12.48;50.46;61.13;-10.68
286;Howard;MEAC;;16;13;64.8;63.6;1.24;;-12.16;;-3.71;-8.90;-12.61;47.58;57.46;-9.87
287;Lehigh;Patriot;;10;20;63.2;67.0;-3.77;;-6.32;;-4.11;-8.80;-12.91;49.25;61.40;-12.15
288;Rhode Island;A-10;;6;23;56.7;69.1;-12.41;;-0.73;;-7.14;-6.01;-13.14;47.35;59.56;-12.21
289;Holy Cross;Patriot;;8;22;56.4;63.7;-7.33;;-5.84;;-10.23;-2.95;-13.18;44.85;57.49;-12.64
290;Texas A&M-Corpus Christi;Southland;;14;18;60.7;55.1;5.53;;-9.41;;-10.86;-2.38;-13.24;38.59;48.79;-10.21
291;Tennessee Tech;OVC;;10;20;61.9;66.2;-4.27;;-6.99;;-7.39;-5.88;-13.27;47.40;58.64;-11.25
292;Gardner-Webb;Big South;;12;19;63.5;56.8;6.71;;-12.22;;-7.51;-6.07;-13.57;45.24;55.88;-10.64
293;Air Force;MWC;;4;25;53.5;67.3;-13.83;;-0.01;;-11.00;-2.84;-13.84;37.21;51.39;-14.18
294;Montana;Big Sky;;7;23;55.2;62.1;-6.97;;-2.02;;-12.78;-1.35;-14.13;40.48;55.43;-14.95
295;Nicholls State;Southland;;10;20;67.4;66.3;1.03;;-10.63;;-4.06;-10.14;-14.20;50.36;59.93;-9.57
296;Bryant;NEC;;18;14;60.8;61.5;-0.69;;-13.62;;-9.21;-5.10;-14.31;45.93;59.14;-13.20
297;Presbyterian;Big South;;13;18;54.7;59.9;-5.13;;-9.30;;-14.09;-0.34;-14.43;46.10;59.74;-13.64
298;Manhattan;MAAC;;8;22;54.9;63.9;-8.93;;-5.63;;-11.37;-3.20;-14.56;48.84;64.85;-16.01
299;Southern;SWAC;;14;14;63.2;62.3;0.96;;-12.41;;-7.42;-7.49;-14.91;42.51;52.22;-9.71
300;Maryland-Eastern Shore;MEAC;;13;16;60.8;60.6;0.21;;-10.40;;-8.43;-6.54;-14.98;47.45;59.45;-12.00
301;UC Irvine;Big West;;5;26;60.2;71.7;-11.48;;-0.15;;-5.75;-9.33;-15.08;47.24;64.19;-16.94
302;Florida Atlantic;CUSA;;4;25;63.1;72.3;-9.24;;-2.56;;-4.03;-11.10;-15.13;46.22;59.77;-13.55
303;Purdue Fort Wayne;Summit;;5;24;56.8;65.8;-9.00;;-0.06;;-10.51;-4.66;-15.17;43.81;60.48;-16.67
304;Arkansas State;Sun Belt;;7;25;60.6;72.2;-11.63;;-3.74;;-6.88;-8.49;-15.36;44.93;59.05;-14.12
305;Valparaiso;Horizon;;10;21;61.9;68.3;-6.45;;-2.61;;-6.46;-9.01;-15.47;44.05;58.49;-14.44
306;Illinois-Chicago;Horizon;;6;25;58.5;66.9;-8.35;;-2.24;;-8.20;-7.41;-15.60;37.08;54.52;-17.44
307;Eastern Illinois;OVC;;9;19;65.8;66.9;-1.14;;-7.82;;-6.31;-9.32;-15.63;44.96;59.34;-14.38
308;Western Carolina;Southern;;8;22;56.6;65.7;-9.07;;-3.09;;-9.49;-6.26;-15.75;42.54;57.85;-15.31
309;Florida A&M;MEAC;;13;19;58.3;56.2;2.09;;-11.79;;-11.57;-4.58;-16.16;38.50;51.29;-12.79
310;North Florida;A-Sun;;10;20;60.3;61.5;-1.20;;-6.15;;-9.59;-6.97;-16.55;40.09;55.10;-15.02
311;Lafayette;Patriot;;4;28;54.5;69.2;-14.69;;-1.98;;-9.77;-6.90;-16.67;43.65;61.46;-17.80
312;Illinois State;MVC;;8;23;54.2;67.9;-13.71;;-2.98;;-12.42;-4.27;-16.69;40.02;58.79;-18.77
313;Central Connecticut State;NEC;;11;20;61.8;67.2;-5.39;;-11.49;;-8.31;-8.57;-16.87;45.85;61.57;-15.73
314;Cal State Fullerton;Big West;;4;25;56.0;60.9;-4.90;;-1.91;;-11.70;-5.25;-16.95;35.54;52.19;-16.65
315;Northwestern State;Southland;;13;17;66.6;56.8;9.80;;-8.83;;-7.73;-9.76;-17.48;40.38;53.29;-12.91
316;Alabama State;SWAC;;14;16;59.8;61.6;-1.83;;-10.83;;-10.94;-6.54;-17.49;42.52;54.68;-12.16
317;Prairie View;SWAC;;13;18;62.8;68.2;-5.35;;-12.19;;-7.00;-10.54;-17.54;47.76;62.59;-14.83
318;Kennesaw State;A-Sun;;10;20;57.8;66.6;-8.80;;-6.82;;-9.88;-7.74;-17.62;44.59;63.05;-18.46
319;Incarnate Word;Southland;;9;20;64.4;62.5;1.90;;-10.26;;-8.39;-9.57;-17.96;42.04;57.96;-15.91
320;Saint Peter's;MAAC;;3;27;53.9;68.5;-14.60;;-3.40;;-12.19;-5.80;-18.00;45.21;65.37;-20.16
321;Savannah State;MEAC;;12;19;28.2;;;;-7.92;;-16.34;-1.78;-18.13;;;
322;Mount St. Mary's;NEC;;12;18;58.8;65.1;-6.33;;-11.89;;-11.11;-7.11;-18.22;44.97;63.12;-18.15
323;Morgan State;MEAC;;9;21;53.6;51.0;2.67;;-12.90;;-16.44;-2.22;-18.66;34.15;50.60;-16.45
324;Florida International;CUSA;;5;24;55.2;75.0;-19.79;;0.47;;-10.05;-9.28;-19.32;43.32;64.25;-20.92
325;Coppin State;MEAC;;8;21;54.3;65.2;-10.86;;-6.85;;-12.43;-6.90;-19.34;39.37;58.20;-18.82
326;South Carolina Upstate;A-Sun;;9;21;62.0;62.8;-0.80;;-8.33;;-8.56;-10.88;-19.44;38.21;56.52;-18.31
327;St. Francis (NY);NEC;;8;22;58.3;65.8;-7.53;;-11.96;;-11.67;-7.82;-19.49;44.69;65.44;-20.76
328;Alcorn State;SWAC;;9;21;58.1;67.2;-9.10;;-11.29;;-11.66;-8.73;-20.39;39.86;58.75;-18.89
329;Chicago State;WAC;;0;29;53.4;71.1;-17.66;;-2.77;;-13.16;-7.26;-20.43;41.43;66.02;-24.60
330;FDU;NEC;;8;22;59.3;63.1;-3.80;;-15.51;;-12.14;-9.17;-21.31;40.83;62.98;-22.15
331;NJIT;A-Sun;;11;19;56.7;60.2;-3.50;;-11.79;;-15.52;-6.09;-21.61;35.90;58.05;-22.15
332;Arkansas-Pine Bluff;SWAC;;12;18;56.5;59.6;-3.07;;-12.82;;-14.94;-6.84;-21.79;34.51;53.92;-19.41
333;Jackson State;SWAC;;12;16;67.0;60.2;6.75;;-17.59;;-8.82;-14.40;-23.21;33.65;52.27;-18.62
334;South Carolina State;MEAC;;5;23;56.6;57.1;-0.50;;-12.67;;-13.96;-9.67;-23.63;34.45;55.23;-20.77
335;North Carolina Central;MEAC;;8;21;50.3;56.1;-5.76;;-11.14;;-19.03;-4.70;-23.73;31.54;55.61;-24.07
336;Loyola (IL);MVC;;2;28;47.7;72.0;-24.23;;-0.53;;-18.30;-6.46;-24.76;35.06;65.73;-30.66
337;Long Island University;NEC;;6;23;53.0;66.4;-13.41;;-11.81;;-17.80;-7.43;-25.22;38.44;67.07;-28.63
338;Massachusetts-Lowell;AEC;;3;26;55.3;71.2;-15.86;;-6.15;;-12.21;-13.02;-25.23;37.81;65.20;-27.39
339;Lipscomb;A-Sun;;6;24;58.8;76.3;-17.43;;-5.03;;-8.74;-16.60;-25.34;41.03;67.94;-26.91
340;Mississippi Valley State;SWAC;;10;20;59.1;67.3;-8.27;;-10.62;;-12.35;-13.02;-25.37;35.90;59.06;-23.16
341;Southeastern Louisiana;Southland;;5;24;63.9;77.6;-13.72;;-6.12;;-4.68;-21.12;-25.80;39.53;63.66;-24.13
342;Louisiana-Monroe;Sun Belt;;6;24;56.1;67.8;-11.63;;-5.94;;-12.73;-14.03;-26.76;36.90;63.99;-27.09
343;Sam Houston;Southland;;3;25;52.9;65.5;-12.57;;-7.26;;-16.24;-11.13;-27.37;33.87;62.26;-28.39
344;Delaware State;MEAC;;3;27;57.3;72.2;-14.97;;-10.75;;-10.63;-17.22;-27.85;37.47;66.04;-28.57
345;Wagner;NEC;;4;25;53.2;66.7;-13.45;;-11.81;;-16.49;-11.47;-27.96;36.43;68.03;-31.60
346;Houston Christian;Southland;;6;22;54.7;65.9;-11.18;;-6.42;;-15.07;-14.24;-29.31;30.66;58.88;-28.22
347;Winthrop;Big South;;2;29;53.7;74.5;-20.74;;-5.10;;-16.29;-15.34;-31.63;31.92;65.87;-33.95
348;Longwood;Big South;;4;26;55.1;71.8;-16.73;;-9.18;;-13.97;-17.75;-31.72;34.71;68.06;-33.35
349;Alabama A&M;SWAC;;2;25;48.7;63.5;-14.74;;-13.19;;-23.94;-10.33;-34.27;26.70;62.62;-35.92
