;;;;;;;;;;;;SRS;;;Adjusted;;
227;Campbell;Big South;;21;8;61.1;49.0;12.10;;-11.53;;-10.90;5.44;-5.46;46.28;46.75;-0.47
228;Marshall;CUSA;;13;17;62.9;60.9;2.00;;-1.55;;-4.52;-1.10;-5.62;50.26;53.34;-3.08
229;Western Illinois;Summit;;15;15;73.5;69.9;3.63;;-0.11;;5.06;-10.86;-5.81;49.33;51.97;-2.64
230;UC Irvine;Big West;;13;18;66.6;67.8;-1.13;;-1.55;;0.45;-6.27;-5.82;52.77;56.76;-4.00
231;Wofford;Southern;;15;15;68.0;57.7;10.37;;-7.39;;-2.31;-3.60;-5.91;53.62;55.22;-1.60
232;Cal State Northridge;Big West;;12;19;57.9;58.4;-0.55;;-0.90;;-7.64;1.64;-6.00;42.17;46.48;-4.30
233;Mississippi;SEC;;7;23;56.6;69.0;-12.37;;6.37;;-6.99;0.99;-6.00;50.43;54.59;-4.16
234;Stetson;A-Sun;;12;18;61.0;57.3;3.63;;-0.10;;-8.03;1.85;-6.18;45.35;49.60;-4.25
235;North Dakota State;Summit;;11;19;68.1;68.6;-0.47;;1.04;;0.04;-6.26;-6.21;52.94;56.66;-3.72
236;Mount St. Mary's;NEC;;20;11;67.0;61.5;5.48;;-9.03;;-1.76;-4.74;-6.50;53.78;57.68;-3.90
237;Manhattan;MAAC;;15;14;61.2;59.8;1.41;;-7.99;;-6.72;0.15;-6.57;52.40;56.72;-4.32
238;Northern Colorado;Big Sky;;13;18;61.4;66.2;-4.74;;-1.90;;-6.11;-0.53;-6.64;47.34;52.75;-5.42
239;UNC Wilmington;CAA;;10;20;59.8;58.8;1.00;;-2.49;;-7.85;1.08;-6.77;48.79;52.80;-4.01
240;Southern;SWAC;;16;14;61.8;55.6;6.23;;-7.15;;-8.54;1.70;-6.83;47.85;51.56;-3.71
241;Long Beach State;Big West;;13;17;60.9;60.3;0.60;;-1.13;;-8.96;2.11;-6.85;44.60;50.54;-5.93
242;Quinnipiac;MAAC;;15;14;66.6;67.4;-0.86;;-6.05;;0.37;-7.29;-6.92;58.40;63.71;-5.31
243;Gardner-Webb;Big South;;18;11;65.3;62.3;3.03;;-10.03;;-2.92;-4.08;-7.00;50.13;53.55;-3.43
244;Maine;AEC;;18;14;62.3;60.1;2.22;;-6.07;;-4.59;-2.55;-7.13;55.04;60.33;-5.29
245;Alabama A&M;SWAC;;17;13;64.3;60.8;3.57;;-10.77;;-7.22;0.02;-7.20;49.11;52.85;-3.75
246;Jacksonville State;OVC;;14;16;60.6;56.8;3.77;;-5.51;;-9.65;2.39;-7.26;45.27;48.78;-3.51
247;Little Rock;Sun Belt;;12;19;55.4;61.5;-6.06;;-1.33;;-11.18;3.78;-7.40;48.97;54.66;-5.69
248;Milwaukee;Horizon;;15;16;61.0;62.8;-1.84;;-2.77;;-7.33;-0.14;-7.47;50.83;55.83;-5.00
249;Radford;Big South;;17;12;59.8;58.0;1.79;;-9.27;;-8.68;1.20;-7.48;49.82;54.44;-4.62
250;Hampton;Big South;;18;11;64.4;62.7;1.66;;-9.28;;-3.78;-3.84;-7.62;53.52;57.42;-3.90
251;Indiana State;MVC;;5;25;59.8;70.5;-10.77;;2.95;;-4.82;-2.99;-7.81;51.96;58.24;-6.28
252;Cal Poly;Big West;;11;18;57.9;59.0;-1.14;;-3.17;;-10.35;2.43;-7.92;45.09;51.53;-6.44
253;High Point;Big South;;16;13;68.8;66.8;2.03;;-10.16;;0.67;-8.79;-8.12;57.61;62.60;-4.99
254;Utah State;MWC;;8;23;56.6;66.2;-9.55;;2.01;;-7.61;-0.64;-8.25;45.25;51.75;-6.50
255;Fairfield;MAAC;;16;14;59.0;58.0;1.00;;-9.30;;-10.49;2.19;-8.30;52.78;59.59;-6.81
256;Cal State Bakersfield;WAC;;16;13;62.7;55.6;7.03;;-5.50;;-9.26;0.91;-8.34;41.16;46.47;-5.31
257;North Dakota;Summit;;15;15;69.6;68.4;1.27;;-2.55;;0.53;-8.90;-8.37;48.45;53.74;-5.29
258;Seattle;WAC;;13;16;69.2;62.0;7.24;;-6.76;;-0.56;-7.93;-8.49;45.36;51.12;-5.75
259;St. Bonaventure;A-10;;7;23;58.1;66.3;-8.20;;-0.42;;-6.73;-1.89;-8.62;54.47;62.28;-7.82
260;Loyola (MD);Patriot;;8;22;58.8;65.2;-6.47;;-2.33;;-6.09;-2.71;-8.79;50.63;57.10;-6.47
261;California Baptist;WAC;;16;15;75.0;66.9;8.13;;-7.07;;4.37;-13.29;-8.92;47.17;53.02;-5.86
262;Morehead State;OVC;;10;20;64.3;63.0;1.33;;-2.82;;-4.28;-4.76;-9.03;46.94;53.39;-6.45
263;Southeastern Louisiana;Southland;;12;17;62.0;55.6;6.41;;-8.40;;-7.85;-1.19;-9.04;45.26;50.75;-5.49
264;Utah Valley;WAC;;12;16;63.3;58.8;4.50;;-7.26;;-7.32;-1.86;-9.18;46.47;53.68;-7.21
265;Texas-Rio Grande Valley;WAC;;13;17;67.4;59.1;8.30;;-6.94;;-2.16;-7.16;-9.32;45.28;51.34;-6.06
266;New Orleans;Southland;;17;12;65.1;56.4;8.72;;-7.61;;-4.65;-4.70;-9.35;40.28;46.28;-6.00
267;Morgan State;MEAC;;17;13;63.3;55.4;7.87;;-10.78;;-8.66;-0.72;-9.38;45.80;52.90;-7.09
268;Appalachian State;Sun Belt;;11;19;59.9;66.0;-6.17;;-3.44;;-6.92;-2.69;-9.61;50.61;59.03;-8.41
269;Georgia Southern;Sun Belt;;10;20;66.3;69.0;-2.73;;-7.15;;-1.91;-7.98;-9.89;51.07;59.22;-8.15
270;Dartmouth;Ivy;;10;17;54.5;64.7;-10.15;;0.19;;-8.67;-1.29;-9.96;49.95;59.75;-9.80
271;New Mexico State;WAC;;12;18;63.5;63.8;-0.30;;-7.10;;-7.24;-2.75;-10.00;48.41;56.12;-7.71
272;Texas State;Sun Belt;;13;17;61.8;60.9;0.87;;-5.55;;-6.53;-3.59;-10.12;47.59;55.89;-8.29
273;Grand Canyon;WAC;;15;12;60.3;57.8;2.56;;-7.37;;-10.63;0.06;-10.57;44.38;52.79;-8.42
274;Army;Patriot;;9;22;63.0;71.0;-8.06;;-2.60;;-1.37;-9.29;-10.66;52.81;62.60;-9.79
275;Chattanooga;Southern;;11;18;56.1;65.0;-8.83;;-1.89;;-9.17;-1.55;-10.72;47.76;57.61;-9.85
276;Howard;MEAC;;16;15;67.9;68.1;-0.23;;-10.53;;-0.51;-10.25;-10.76;49.47;59.31;-9.84
277;Youngstown State;Horizon;;13;17;64.9;64.7;0.23;;-5.30;;-3.54;-7.76;-11.30;51.57;61.18;-9.61
278;Lipscomb;A-Sun;;7;23;62.9;70.9;-7.93;;-0.25;;-3.48;-7.95;-11.42;52.52;63.36;-10.84
279;UC Riverside;Big West;;8;22;58.4;69.0;-10.60;;-0.96;;-6.27;-5.29;-11.56;47.39;59.75;-12.36
280;Oakland;Horizon;;11;19;65.8;66.9;-1.17;;-5.05;;-1.80;-9.78;-11.58;48.95;58.77;-9.82
281;Navy;Patriot;;7;23;52.6;58.6;-6.00;;-3.00;;-12.78;1.16;-11.62;45.55;58.26;-12.71
282;Brown;Ivy;;8;19;61.7;72.2;-10.52;;-1.27;;-1.79;-10.00;-11.78;55.07;66.21;-11.14
283;Omaha;Summit;;7;23;60.0;65.5;-5.50;;0.39;;-8.45;-3.37;-11.83;44.23;54.56;-10.33
284;Longwood;Big South;;12;18;67.9;69.5;-1.57;;-10.56;;0.01;-12.14;-12.13;55.36;65.66;-10.30
285;UNC Asheville;Big South;;16;14;60.5;54.9;5.60;;-12.73;;-10.36;-1.98;-12.34;47.76;57.31;-9.55
286;Eastern Kentucky;OVC;;11;18;58.1;62.7;-4.59;;-4.89;;-10.75;-2.53;-13.28;42.75;55.43;-12.69
287;Arkansas State;Sun Belt;;11;19;64.6;71.5;-6.83;;-3.15;;-3.53;-9.76;-13.29;48.02;60.35;-12.33
288;Nicholls State;Southland;;13;16;64.8;59.6;5.17;;-7.36;;-5.32;-8.00;-13.32;41.81;51.92;-10.11
289;Monmouth;MAAC;;9;22;50.9;55.7;-4.77;;-6.76;;-16.01;2.64;-13.37;38.58;53.02;-14.44
290;Mercer;Southern;;8;23;59.1;64.7;-5.68;;-5.05;;-8.08;-5.31;-13.39;43.48;55.77;-12.29
291;College of Charleston;CAA;;13;17;65.4;70.4;-5.00;;-5.43;;-1.34;-12.09;-13.43;50.81;62.82;-12.01
292;Massachusetts-Lowell;AEC;;16;15;58.1;63.3;-5.23;;-8.38;;-9.28;-4.32;-13.60;46.64;60.76;-14.12
293;Lamar;Southland;;10;19;59.8;56.6;3.21;;-5.14;;-10.02;-3.71;-13.73;35.86;46.64;-10.77
294;Presbyterian;Big South;;12;18;58.5;56.6;1.83;;-10.76;;-11.88;-2.13;-14.01;43.64;56.69;-13.05
295;New Hampshire;AEC;;10;19;57.0;61.1;-4.07;;-6.91;;-10.54;-3.77;-14.30;47.47;61.75;-14.28
296;Sacramento State;Big Sky;;8;22;70.3;75.2;-4.97;;-2.66;;1.74;-16.15;-14.41;45.82;59.69;-13.88
297;North Carolina Central;MEAC;;13;17;65.6;65.3;0.30;;-9.97;;-3.58;-10.92;-14.51;46.05;58.82;-12.76
298;Delaware State;MEAC;;12;18;61.9;62.9;-0.97;;-8.69;;-7.37;-7.21;-14.58;44.60;57.82;-13.22
299;Maryland-Baltimore County;AEC;;10;18;58.3;59.6;-1.36;;-9.79;;-11.25;-3.36;-14.60;45.49;60.60;-15.11
300;Central Arkansas;Southland;;13;16;57.1;51.7;5.38;;-6.88;;-14.25;-0.40;-14.65;36.45;48.73;-12.27
301;Florida International;CUSA;;6;23;52.6;64.5;-11.97;;-2.82;;-14.59;-0.19;-14.78;40.57;56.53;-15.96
302;Murray State;OVC;;14;16;66.7;70.7;-4.03;;-3.83;;-2.43;-12.40;-14.83;47.53;60.85;-13.32
303;Albany (NY);AEC;;9;21;54.6;57.1;-2.47;;-9.52;;-14.18;-0.69;-14.87;42.79;58.72;-15.93
304;Sacred Heart;NEC;;13;17;59.2;61.8;-2.53;;-9.81;;-9.94;-5.15;-15.09;45.52;60.86;-15.34
305;Incarnate Word;Southland;;14;15;58.5;49.9;8.55;;-8.91;;-12.39;-2.81;-15.19;33.74;45.04;-11.30
306;Vermont;AEC;;12;18;60.3;62.4;-2.07;;-10.09;;-8.33;-6.86;-15.19;50.69;66.85;-16.16
307;East Tennessee State;Southern;;9;21;58.7;67.1;-8.40;;-4.03;;-7.46;-7.78;-15.24;45.74;61.42;-15.68
308;FDU;NEC;;13;17;57.0;60.3;-3.33;;-12.23;;-12.90;-2.66;-15.56;48.02;64.83;-16.80
309;Georgia State;Sun Belt;;8;21;56.4;67.0;-10.59;;-5.15;;-10.42;-5.32;-15.74;43.92;60.34;-16.42
310;Evansville;MVC;;3;26;58.2;72.1;-13.97;;1.34;;-8.44;-7.44;-15.88;43.30;59.70;-16.40
311;Eastern Washington;Big Sky;;4;26;58.6;71.3;-12.77;;0.02;;-8.85;-7.13;-15.98;45.67;64.45;-18.78
312;Iona;MAAC;;9;21;52.8;62.7;-9.90;;-6.18;;-15.14;-0.94;-16.08;42.36;60.16;-17.80
313;Prairie View;SWAC;;12;19;57.5;58.7;-1.16;;-6.35;;-13.76;-2.34;-16.10;38.29;52.33;-14.04
314;SIU Edwardsville;OVC;;3;26;57.4;67.9;-10.48;;-3.47;;-9.73;-6.92;-16.65;40.96;58.16;-17.19
315;Niagara;MAAC;;10;21;64.7;73.4;-8.61;;-8.48;;-3.90;-13.19;-17.09;49.75;68.23;-18.48
316;Wagner;NEC;;10;20;59.2;64.6;-5.47;;-8.76;;-9.96;-7.25;-17.21;44.14;61.80;-17.66
317;Bryant;NEC;;10;20;57.5;63.4;-5.90;;-11.38;;-12.14;-5.14;-17.28;43.42;62.34;-18.92
318;Saint Peter's;MAAC;;9;21;68.8;74.3;-5.50;;-11.83;;-0.66;-16.66;-17.33;51.73;70.41;-18.68
319;Saint Francis (PA);NEC;;11;19;56.2;66.3;-10.07;;-7.44;;-11.43;-6.08;-17.51;49.29;69.75;-20.45
320;Siena;MAAC;;11;20;56.3;65.1;-8.81;;-8.76;;-12.12;-5.45;-17.56;41.87;61.29;-19.42
321;Houston Christian;Southland;;8;21;60.2;60.5;-0.28;;-7.26;;-8.91;-8.73;-17.63;37.79;51.02;-13.22
322;Winthrop;Big South;;11;19;57.1;63.9;-6.87;;-10.79;;-11.91;-5.75;-17.66;42.82;60.81;-17.99
323;Alcorn State;SWAC;;13;18;63.5;64.8;-1.26;;-10.65;;-8.17;-9.79;-17.96;37.88;54.03;-16.14
324;Maryland-Eastern Shore;MEAC;;10;21;56.5;61.6;-5.13;;-8.14;;-12.53;-5.92;-18.45;40.82;59.41;-18.59
325;Weber State;Big Sky;;4;26;58.2;75.8;-17.67;;-1.13;;-8.92;-9.88;-18.80;41.38;62.84;-21.46
326;St. Francis (NY);NEC;;8;21;63.9;71.3;-7.38;;-8.29;;-4.42;-14.51;-18.94;47.75;67.33;-19.58
327;Purdue Fort Wayne;Summit;;5;24;57.3;68.4;-11.14;;-1.48;;-11.50;-7.61;-19.11;43.69;64.74;-21.04
328;Long Island University;NEC;;8;22;60.3;67.3;-6.97;;-12.16;;-9.59;-9.54;-19.13;44.52;65.12;-20.60
329;Hofstra;CAA;;3;27;52.3;67.9;-15.63;;-3.54;;-13.28;-5.89;-19.17;44.66;66.96;-22.30
330;NJIT;A-Sun;;4;25;54.9;72.0;-17.10;;-2.79;;-12.21;-7.68;-19.89;44.61;68.33;-23.72
331;Louisiana-Monroe;Sun Belt;;3;26;55.2;65.3;-10.17;;-7.27;;-14.41;-5.52;-19.93;39.58;61.36;-21.78
332;Detroit Mercy;Horizon;;3;27;57.6;74.7;-17.10;;-2.86;;-8.32;-11.64;-19.96;44.89;66.85;-21.97
333;Central Connecticut State;NEC;;4;25;57.2;67.3;-10.03;;-10.08;;-11.36;-8.75;-20.11;45.38;68.16;-22.78
334;UTSA;CUSA;;6;23;58.7;69.4;-10.72;;0.53;;-8.55;-11.80;-20.35;39.43;59.46;-20.03
335;Arkansas-Pine Bluff;SWAC;;7;22;59.9;70.6;-10.69;;-7.24;;-9.74;-10.93;-20.67;37.38;57.50;-20.13
336;Canisius;MAAC;;5;25;61.0;72.6;-11.57;;-9.22;;-7.31;-13.48;-20.79;51.12;75.69;-24.57
337;Alabama State;SWAC;;9;21;61.2;69.6;-8.37;;-6.30;;-8.37;-12.61;-20.98;42.00;62.72;-20.72
338;Western Carolina;Southern;;5;25;55.1;63.5;-8.33;;-7.27;;-13.35;-7.64;-20.98;43.94;67.05;-23.12
339;Hartford;AEC;;1;28;52.7;67.5;-14.83;;-6.35;;-13.34;-7.84;-21.18;40.04;64.50;-24.46
340;Grambling;SWAC;;5;24;61.3;72.3;-11.00;;-7.05;;-7.95;-14.28;-22.23;44.23;67.33;-23.10
341;South Carolina Upstate;Big South;;10;20;56.3;62.5;-6.17;;-10.00;;-13.67;-8.65;-22.32;35.85;58.59;-22.75
342;Northwestern State;Southland;;7;22;57.8;59.0;-1.21;;-8.16;;-12.77;-9.66;-22.43;33.31;52.97;-19.66
343;Florida A&M;MEAC;;6;21;59.4;63.6;-4.19;;-10.06;;-13.40;-9.38;-22.78;34.30;56.53;-22.23
344;Tennessee State;OVC;;4;24;59.6;72.3;-12.64;;-3.03;;-9.05;-14.29;-23.34;39.29;62.80;-23.50
345;McNeese State;Southland;;5;24;39.8;;;;-8.21;;-6.85;-18.06;-24.91;;;
346;Charleston Southern;Big South;;4;26;55.0;65.2;-10.23;;-9.90;;-16.00;-10.87;-26.87;35.09;64.35;-29.26
347;Illinois-Chicago;Horizon;;3;27;49.7;73.9;-24.27;;-2.91;;-17.31;-9.87;-27.18;31.42;62.34;-30.92
348;Coppin State;MEAC;;3;26;49.4;71.3;-21.90;;-7.10;;-18.13;-10.87;-29.00;35.90;69.96;-34.06
349;Chicago State;WAC;;1;27;58.3;83.0;-24.75;;-5.34;;-9.06;-21.03;-30.09;38.03;71.26;-33.23
350;Mississippi Valley State;SWAC;;2;27;59.7;79.3;-19.62;;-10.76;;-10.15;-20.24;-30.38;39.11;73.35;-34.23
351;South Carolina State;MEAC;;3;27;52.7;71.4;-18.67;;-11.81;;-16.96;-13.51;-30.47;36.59;72.53;-35.95
