;;;;;;;;;;;;SRS;;;Adjusted;;
226;Rider;MAAC;;15;15;60.4;60.5;-0.03;;-6.66;;-2.52;-4.18;-6.69;55.96;61.38;-5.42
227;George Mason;CAA;;9;21;54.5;61.4;-6.90;;0.10;;-7.81;1.01;-6.81;53.51;59.32;-5.81
228;Radford;Big South;;16;14;61.4;57.0;4.40;;-9.00;;-5.47;-1.40;-6.87;50.73;54.34;-3.60
229;Stephen F. Austin;Southland;;14;17;61.5;54.0;7.55;;-6.05;;-3.75;-3.19;-6.94;46.18;49.46;-3.28
230;Marshall;CUSA;;9;21;55.4;61.0;-5.67;;-1.43;;-7.34;0.24;-7.10;55.52;61.59;-6.07
231;Nicholls State;Southland;;19;11;65.7;57.6;8.03;;-8.33;;-0.52;-6.64;-7.16;49.76;54.55;-4.79
232;Campbell;Big South;;20;11;66.6;59.1;7.55;;-8.86;;-1.12;-6.09;-7.20;51.84;56.39;-4.55
233;Bucknell;Patriot;;15;16;56.0;57.0;-1.00;;-6.44;;-7.43;-0.02;-7.44;50.91;57.42;-6.50
234;Pepperdine;WCC;;5;23;54.9;62.6;-7.68;;5.59;;-4.80;-2.65;-7.44;45.14;51.49;-6.35
235;UC Irvine;Big West;;9;21;53.9;61.3;-7.43;;-0.08;;-8.41;0.90;-7.51;47.83;55.75;-7.92
236;New Mexico State;WAC;;15;16;62.2;64.1;-1.87;;-5.67;;-4.35;-3.19;-7.54;54.26;60.76;-6.49
237;Northern Kentucky;A-Sun;;15;13;62.7;62.3;0.43;;-8.08;;-3.16;-4.50;-7.65;56.67;62.56;-5.89
238;Milwaukee;Horizon;;9;20;65.6;73.6;-8.03;;0.37;;2.47;-10.13;-7.66;62.50;69.46;-6.96
239;Prairie View;SWAC;;17;15;59.2;58.5;0.69;;-8.46;;-7.06;-0.71;-7.77;53.07;58.22;-5.15
240;Wright State;Horizon;;12;18;64.8;69.7;-4.93;;0.01;;0.11;-7.89;-7.78;55.81;61.91;-6.10
241;Saint Francis (PA);NEC;;17;16;64.5;68.3;-3.82;;-4.00;;1.07;-8.89;-7.82;55.23;62.09;-6.86
242;Tennessee State;OVC;;13;15;62.0;62.9;-0.93;;-4.93;;-1.66;-6.17;-7.82;52.65;59.29;-6.64
243;Louisiana-Monroe;Sun Belt;;10;21;61.1;68.2;-7.06;;-0.76;;-1.96;-5.87;-7.83;52.13;57.55;-5.42
244;Portland State;Big Sky;;12;17;62.8;64.1;-1.31;;-2.00;;-0.54;-7.39;-7.92;49.79;56.27;-6.48
245;Coppin State;MEAC;;16;16;61.9;56.5;5.47;;-6.23;;-2.85;-5.21;-8.06;47.04;52.25;-5.20
246;Nevada;MWC;;8;23;61.3;66.3;-5.06;;0.21;;-2.61;-5.45;-8.06;43.94;50.58;-6.64
247;Towson;CAA;;12;18;56.7;63.6;-6.90;;-1.25;;-5.35;-2.80;-8.15;56.40;64.56;-8.16
248;Western Michigan;MAC;;11;20;58.7;65.4;-6.71;;-1.46;;-3.52;-4.65;-8.17;52.91;60.56;-7.65
249;Samford;Southern;;15;16;53.9;53.6;0.29;;-6.46;;-12.17;3.94;-8.23;47.34;53.65;-6.31
250;New Hampshire;AEC;;12;18;54.5;57.0;-2.57;;-5.74;;-8.90;0.60;-8.30;55.12;63.67;-8.55
251;UNC Wilmington;CAA;;5;26;53.5;64.2;-10.65;;2.25;;-7.16;-1.24;-8.40;53.95;62.18;-8.23
252;Texas Southern;SWAC;;20;12;61.0;57.4;3.59;;-10.22;;-5.90;-2.57;-8.47;49.52;55.18;-5.66
253;Stony Brook;AEC;;14;16;53.0;55.3;-2.27;;-6.26;;-9.79;1.27;-8.52;51.42;59.55;-8.13
254;Monmouth;NEC;;15;15;59.5;62.3;-2.80;;-5.78;;-4.63;-3.95;-8.58;53.41;61.50;-8.09
255;Boise State;MWC;;11;19;62.0;61.6;0.47;;-1.46;;-1.22;-7.38;-8.60;44.64;50.60;-5.96
256;Central Arkansas;Southland;;15;15;62.6;46.7;15.97;;-8.01;;-7.82;-0.88;-8.70;41.26;46.71;-5.45
257;Purdue Fort Wayne;Summit;;13;17;62.6;62.9;-0.27;;-3.47;;-1.06;-7.66;-8.72;57.44;65.40;-7.96
258;Cornell;Ivy;;13;15;57.2;58.7;-1.50;;-4.48;;-6.23;-2.59;-8.82;52.49;61.40;-8.91
259;Canisius;MAAC;;12;19;57.0;59.7;-2.71;;-6.12;;-6.92;-1.92;-8.83;54.36;63.29;-8.93
260;Texas State;WAC;;10;20;69.5;69.5;-0.07;;-5.57;;2.36;-11.21;-8.85;55.92;62.97;-7.05
261;Loyola (MD);MAAC;;12;18;53.1;57.5;-4.47;;-4.52;;-9.22;0.23;-8.99;51.53;60.44;-8.90
262;Siena;MAAC;;13;18;56.6;59.9;-3.35;;-5.96;;-6.79;-2.53;-9.32;51.11;60.50;-9.39
263;Niagara;MAAC;;15;16;57.4;60.3;-2.97;;-6.39;;-5.46;-3.89;-9.35;52.90;62.41;-9.51
264;Southeast Missouri State;OVC;;11;18;59.4;63.4;-4.07;;-5.31;;-7.28;-2.10;-9.38;50.93;59.68;-8.75
265;Colgate;Patriot;;10;21;52.8;58.3;-5.52;;-3.93;;-8.39;-1.06;-9.45;50.07;59.61;-9.54
266;Dartmouth;Ivy;;6;22;52.0;61.7;-9.71;;0.26;;-9.19;-0.26;-9.45;51.98;63.07;-11.09
267;Mount St. Mary's;NEC;;15;16;58.5;61.1;-2.52;;-6.96;;-5.93;-3.55;-9.48;56.25;65.43;-9.18
268;Northern Arizona;Big Sky;;8;21;61.4;67.6;-6.24;;-3.25;;-2.72;-6.77;-9.49;55.10;64.18;-9.08
269;Lafayette;Patriot;;11;19;52.1;59.1;-6.97;;-2.69;;-8.84;-0.81;-9.65;48.32;58.10;-9.78
270;Troy;Sun Belt;;7;24;70.2;77.4;-7.16;;-2.56;;7.43;-17.15;-9.72;57.40;65.20;-7.81
271;Bryant;NEC;;12;18;62.6;64.9;-2.30;;-7.69;;-2.75;-7.24;-9.99;51.08;61.06;-9.98
272;Presbyterian;Big South;;19;12;54.3;53.3;1.00;;-6.64;;-11.19;1.09;-10.09;49.04;57.37;-8.33
273;Illinois-Chicago;Horizon;;9;21;63.1;67.0;-3.90;;-1.00;;-0.63;-9.58;-10.21;52.91;62.00;-9.09
274;Cal State Bakersfield;Ind;;12;17;68.0;71.6;-3.55;;-6.74;;2.60;-12.89;-10.29;57.65;67.01;-9.35
275;Massachusetts;A-10;;3;26;56.4;68.5;-12.10;;1.79;;-3.64;-6.67;-10.31;52.28;62.44;-10.16
276;Morgan State;MEAC;;13;18;61.2;62.5;-1.26;;-8.06;;-1.84;-8.99;-10.83;53.04;62.88;-9.85
277;North Dakota State;Summit;;10;19;59.1;61.8;-2.76;;-3.06;;-4.45;-6.43;-10.88;51.10;61.72;-10.61
278;Mercer;A-Sun;;20;12;59.8;58.8;0.94;;-7.48;;-6.77;-4.23;-11.00;49.87;59.35;-9.48
279;Louisiana;Sun Belt;;10;21;57.1;59.9;-2.77;;-2.92;;-8.75;-2.45;-11.20;45.38;55.65;-10.28
280;Robert Morris;NEC;;7;22;56.0;62.9;-6.97;;-4.24;;-8.14;-3.06;-11.20;52.98;65.15;-12.17
281;Rhode Island;A-10;;6;23;48.5;56.3;-7.76;;-0.13;;-14.25;2.90;-11.35;44.24;57.10;-12.87
282;St. Francis (NY);NEC;;11;19;56.0;59.1;-3.03;;-8.89;;-8.96;-2.97;-11.92;53.81;67.12;-13.31
283;San Jose State;WAC;;11;19;67.4;69.4;-2.00;;-4.46;;1.38;-13.46;-12.08;45.12;55.09;-9.97
284;Brown;Ivy;;9;19;52.9;59.8;-6.86;;-5.24;;-10.07;-2.03;-12.10;49.78;63.48;-13.70
285;Oakland;Summit;;9;20;56.0;60.7;-4.76;;-1.71;;-7.25;-4.87;-12.12;45.89;58.04;-12.15
286;Longwood;Big South;;14;19;63.9;70.3;-6.45;;-6.12;;-0.86;-11.72;-12.58;53.42;65.01;-11.59
287;Utah Valley;GWC;;15;15;62.9;59.0;3.90;;-11.54;;-7.13;-5.66;-12.79;45.54;57.21;-11.67
288;NJIT;GWC;;16;15;54.0;51.5;2.55;;-9.97;;-13.34;0.52;-12.83;43.67;56.43;-12.77
289;Gardner-Webb;Big South;;13;18;59.9;54.1;5.84;;-11.29;;-9.39;-4.23;-13.61;40.44;52.10;-11.65
290;Southern;SWAC;;13;17;57.2;61.3;-4.10;;-9.52;;-8.17;-5.45;-13.62;48.32;62.22;-13.90
291;Long Island University;NEC;;7;22;54.7;61.4;-6.79;;-6.95;;-9.51;-4.23;-13.74;48.15;64.10;-15.95
292;Manhattan;MAAC;;8;23;51.3;58.6;-7.29;;-6.51;;-12.15;-1.65;-13.80;47.60;63.99;-16.39
293;Florida A&M;MEAC;;11;19;61.0;63.1;-2.03;;-8.36;;-3.66;-10.33;-13.99;48.44;62.26;-13.82
294;Mississippi Valley State;SWAC;;17;15;62.0;59.4;2.63;;-9.76;;-5.07;-9.06;-14.14;43.26;55.14;-11.88
295;Kansas City;Summit;;9;21;53.1;61.4;-8.27;;-3.94;;-10.02;-4.23;-14.25;49.44;66.01;-16.57
296;Austin Peay;OVC;;7;21;60.7;67.9;-7.21;;-3.78;;-3.90;-10.47;-14.37;48.51;62.74;-14.23
297;Furman;Southern;;12;18;59.7;66.2;-6.57;;-5.30;;-4.48;-9.96;-14.44;49.35;64.31;-14.97
298;Wofford;Southern;;8;21;56.1;62.5;-6.41;;-8.15;;-8.50;-6.06;-14.56;45.56;61.13;-15.57
299;Southern Illinois;MVC;;5;26;60.8;74.5;-13.71;;-0.88;;-2.09;-12.50;-14.59;52.47;67.87;-15.40
300;Ohio;MAC;;6;23;54.8;67.4;-12.62;;-2.43;;-8.55;-6.50;-15.05;47.89;65.21;-17.32
301;North Florida;A-Sun;;12;19;51.8;57.0;-5.16;;-8.50;;-14.26;-0.99;-15.24;47.11;62.68;-15.57
302;Binghamton;AEC;;6;24;51.1;61.3;-10.27;;-4.99;;-11.54;-3.72;-15.26;45.41;63.58;-18.17
303;East Tennessee State;A-Sun;;8;18;63.5;72.6;-9.15;;-6.67;;-1.75;-14.08;-15.82;52.44;68.97;-16.53
304;Northwestern State;Southland;;12;18;53.6;52.7;0.90;;-7.45;;-12.72;-3.11;-15.83;42.01;56.46;-14.45
305;Vermont;AEC;;10;21;51.0;61.5;-10.55;;-5.31;;-11.45;-4.41;-15.86;44.89;63.38;-18.49
306;FDU;NEC;;12;17;57.4;65.2;-7.79;;-8.09;;-7.21;-8.67;-15.88;49.46;67.55;-18.09
307;Morehead State;OVC;;9;21;56.0;63.7;-7.67;;-5.48;;-9.60;-6.30;-15.90;48.68;66.56;-17.89
308;Alabama A&M;SWAC;;1;20;79.7;86.1;-6.43;;-9.02;;-9.31;-6.75;-16.06;47.69;63.68;-15.99
309;Jacksonville;A-Sun;;11;19;63.0;67.6;-4.60;;-9.50;;-3.50;-12.60;-16.10;49.88;66.64;-16.76
310;South Carolina Upstate;A-Sun;;12;18;59.1;64.6;-5.50;;-7.76;;-7.13;-9.18;-16.31;46.21;63.59;-17.38
311;Delaware State;MEAC;;10;21;56.2;61.3;-5.13;;-5.23;;-7.92;-8.44;-16.37;46.45;63.76;-17.30
312;Air Force;MWC;;4;26;56.6;69.2;-12.60;;-1.32;;-5.78;-10.60;-16.39;40.63;57.88;-17.25
313;Georgia Southern;Southern;;8;23;53.3;62.9;-9.65;;-6.97;;-11.35;-5.27;-16.62;46.22;65.35;-19.13
314;Maryland-Eastern Shore;MEAC;;8;20;52.8;56.0;-3.25;;-9.58;;-12.62;-4.40;-17.02;38.04;56.41;-18.37
315;Jackson State;SWAC;;12;16;60.2;64.5;-4.32;;-12.76;;-6.85;-10.23;-17.09;44.44;61.76;-17.32
316;Maine;AEC;;4;24;55.2;69.0;-13.75;;-3.37;;-6.77;-10.35;-17.12;48.59;68.46;-19.87
317;Bethune-Cookman;MEAC;;12;17;52.6;50.7;1.93;;-11.02;;-13.66;-3.62;-17.28;34.65;51.65;-17.00
318;Coastal Carolina;Big South;;13;16;57.0;56.0;1.03;;-9.75;;-10.95;-6.41;-17.36;38.95;55.53;-16.58
319;UT Arlington;WAC;;7;23;58.8;71.8;-13.00;;-4.47;;-7.56;-9.91;-17.47;46.38;64.81;-18.43
320;UNC Greensboro;Southern;;8;23;57.2;68.5;-11.35;;-6.27;;-6.87;-10.75;-17.62;47.29;66.20;-18.91
321;Maryland-Baltimore County;AEC;;10;20;54.7;64.0;-9.23;;-5.40;;-8.38;-9.27;-17.64;47.96;68.49;-20.53
322;Western Carolina;Southern;;7;23;50.6;60.0;-9.40;;-8.30;;-14.68;-3.02;-17.70;47.10;68.16;-21.07
323;Norfolk State;MEAC;;7;22;54.8;61.2;-6.45;;-6.85;;-9.73;-8.15;-17.88;42.31;60.63;-18.32
324;Southeastern Louisiana;Southland;;11;18;64.0;61.9;2.10;;-8.01;;-3.54;-14.36;-17.89;43.13;58.62;-15.49
325;Texas-Rio Grande Valley;GWC;;12;16;59.7;56.7;2.96;;-12.41;;-9.54;-8.87;-18.41;37.85;55.49;-17.65
326;Arkansas-Pine Bluff;SWAC;;13;18;58.4;60.1;-1.77;;-12.37;;-9.36;-9.73;-19.09;41.65;60.42;-18.78
327;Texas A&M-Corpus Christi;Southland;;4;25;49.7;59.7;-9.93;;-4.86;;-14.59;-4.58;-19.17;38.72;59.09;-20.37
328;Kennesaw State;A-Sun;;7;24;51.4;61.5;-10.06;;-9.30;;-15.77;-3.60;-19.36;42.86;65.85;-23.00
329;Charleston Southern;Big South;;0;20;85.1;87.1;-2.05;;-8.44;;-7.73;-11.83;-19.56;43.32;62.11;-18.78
330;Grambling;SWAC;;9;23;60.0;71.9;-11.91;;-7.79;;-5.49;-14.20;-19.69;49.13;68.71;-19.58
331;Savannah State;MEAC;;7;23;24.4;;;;-5.35;;-14.65;-5.10;-19.76;;;
332;Columbia;Ivy;;5;23;48.0;61.8;-13.86;;-6.17;;-16.15;-3.88;-20.03;40.00;65.03;-25.04
333;Alabama State;SWAC;;9;21;56.7;57.9;-1.17;;-11.28;;-12.41;-8.45;-20.85;37.46;58.01;-20.55
334;Weber State;Big Sky;;0;29;52.9;74.0;-21.10;;-0.57;;-9.65;-12.02;-21.67;40.80;64.91;-24.10
335;Alcorn State;SWAC;;2;26;49.0;62.0;-13.04;;-8.80;;-17.98;-3.85;-21.83;36.99;61.07;-24.07
336;Saint Peter's;MAAC;;2;28;53.0;69.0;-16.03;;-5.80;;-9.49;-12.34;-21.83;44.94;70.83;-25.88
337;Jacksonville State;OVC;;1;27;56.4;68.3;-11.89;;-7.33;;-9.09;-12.80;-21.89;43.19;67.37;-24.19
338;Kent State;MAC;;3;27;50.1;68.5;-18.37;;-3.59;;-13.17;-8.79;-21.96;41.59;68.90;-27.31
339;Houston Christian;GWC;;7;24;60.3;63.0;-2.74;;-12.94;;-8.44;-15.54;-23.98;39.41;64.76;-25.35
340;Lipscomb;A-Sun;;3;26;50.6;68.6;-18.00;;-6.74;;-14.76;-9.98;-24.74;42.00;72.64;-30.64
341;Wagner;NEC;;3;26;51.2;69.4;-18.21;;-6.59;;-13.08;-11.72;-24.80;43.58;75.10;-31.53
342;North Carolina Central;MEAC;;2;28;38.3;53.9;-15.53;;-7.68;;-26.16;0.71;-25.45;30.01;62.63;-32.62
343;UNC Asheville;Big South;;2;28;50.6;63.0;-12.37;;-7.70;;-16.38;-9.82;-26.20;37.93;67.58;-29.64
344;New Orleans;Ind;;3;23;54.3;68.8;-14.54;;-11.46;;-15.58;-13.73;-29.30;36.30;69.63;-33.34
345;Chicago State;GWC;;4;26;48.4;68.1;-19.70;;-7.15;;-18.44;-13.75;-32.19;31.90;68.55;-36.66
