;;;;;;;;;;;;SRS;;;Adjusted;;
265;Southeastern Louisiana;Southland;;12;15;60.9;56.6;4.37;;;;;;;82.97;93.19;-10.22
266;Southern California;Pac-10;;15;13;67.5;63.3;4.14;;;;;;;90.13;84.52;5.61
267;Southern Illinois;MVC;;3;24;58.8;76.4;-17.59;;;;;;;81.27;105.00;-23.73
268;Southern Methodist;WAC;;13;15;61.9;65.7;-3.82;;;;;;;83.20;88.10;-4.90
269;Southern Mississippi;CUSA;;14;13;60.9;57.3;3.63;;;;;;;86.44;84.73;1.72
270;Southern Utah;Mid-Cont;;18;10;71.5;56.7;14.82;;;;;;;89.03;83.20;5.84
271;St. Bonaventure;A-10;;9;19;63.3;67.2;-3.93;;;;;;;93.14;99.02;-5.88
272;St. Francis (NY);NEC;;8;19;57.6;68.1;-10.59;;;;;;;77.63;91.49;-13.86
273;St. John's (NY);Big East;;10;18;64.0;69.3;-5.29;;;;;;;87.21;94.97;-7.76
274;Stephen F. Austin;Southland;;9;19;63.9;73.8;-9.96;;;;;;;83.20;95.53;-12.33
275;Stetson;A-Sun;;13;16;63.3;67.5;-4.24;;;;;;;84.23;89.90;-5.67
276;Stony Brook;AEC;;7;21;63.2;68.5;-5.29;;;;;;;86.10;93.04;-6.94
277;Syracuse;Big East;;6;21;53.2;66.1;-12.85;;;;;;;81.18;100.95;-19.77
278;Tennessee State;OVC;;1;25;49.7;66.0;-16.27;;;;;;;61.35;95.38;-34.03
279;Tennessee Tech;OVC;;18;11;71.3;68.5;2.86;;;;;;;102.87;98.14;4.73
280;Tennessee-Martin;OVC;;11;16;65.3;67.3;-1.96;;;;;;;90.07;96.85;-6.79
281;Texas A&M;Big 12;;9;19;60.2;61.3;-1.11;;;;;;;85.87;87.78;-1.92
282;Texas A&M-Corpus Christi;Ind;;19;9;64.4;56.8;7.64;;;;;;;91.09;82.44;8.64
283;Texas Southern;SWAC;;10;17;58.7;62.8;-4.04;;;;;;;80.49;87.14;-6.65
284;Texas State;Southland;;8;19;57.7;72.4;-14.70;;;;;;;78.43;98.04;-19.61
285;Texas-Rio Grande Valley;Ind;;13;15;55.2;58.1;-2.86;;;;;;;73.60;89.09;-15.49
286;Toledo;MAC;;13;16;63.3;62.6;0.69;;;;;;;91.71;90.79;0.91
287;Towson;CAA;;9;19;59.0;63.1;-4.11;;;;;;;84.84;90.61;-5.77
288;Troy;A-Sun;;11;17;57.9;58.3;-0.43;;;;;;;80.93;84.48;-3.55
289;Tulane;CUSA;;10;18;60.0;66.6;-6.54;;;;;;;83.23;92.06;-8.83
290;Tulsa;WAC;;19;12;66.6;65.0;1.58;;;;;;;90.59;88.12;2.47
291;UAB;CUSA;;9;19;67.0;72.2;-5.18;;;;;;;92.68;99.63;-6.95
292;UC Irvine;Big West;;6;20;57.0;62.8;-5.81;;;;;;;82.81;91.14;-8.32
293;UC Riverside;Big West;;7;21;63.2;69.5;-6.36;;;;;;;87.69;98.82;-11.12
294;UCF;A-Sun;;17;13;62.3;59.8;2.53;;;;;;;86.68;83.48;3.21
295;UNC Asheville;Big South;;19;9;57.8;47.1;10.64;;;;;;;76.74;70.18;6.56
296;UNC Greensboro;Southern;;9;19;59.1;64.6;-5.57;;;;;;;82.26;89.93;-7.67
297;UNC Wilmington;CAA;;15;13;60.4;60.0;0.43;;;;;;;90.94;90.61;0.33
298;UT Arlington;Southland;;19;12;65.1;58.8;6.23;;;;;;;89.75;82.03;7.72
299;Utah;MWC;;24;7;65.0;54.5;10.55;;;;;;;104.56;87.73;16.83
300;Utah State;Big West;;5;22;58.0;71.1;-13.11;;;;;;;79.22;97.43;-18.21
301;Utah Valley;Ind;;11;13;18.3;25.2;-6.88;;;;;;;;;
302;UTEP;WAC;;16;13;60.8;58.1;2.72;;;;;;;87.45;83.58;3.87
303;UTSA;Southland;;15;14;58.6;57.1;1.48;;;;;;;85.70;83.31;2.38
304;Vermont;AEC;;14;13;65.2;62.5;2.67;;;;;;;93.22;89.15;4.07
305;Virginia;ACC;;13;16;63.8;64.1;-0.34;;;;;;;88.40;88.58;-0.18
306;Virginia Commonwealth;CAA;;14;14;66.4;66.2;0.18;;;;;;;86.76;86.40;0.36
307;Wagner;NEC;;11;17;61.6;65.6;-3.96;;;;;;;88.20;93.46;-5.25
308;Wake Forest;ACC;;12;17;64.7;65.1;-0.41;;;;;;;88.57;89.22;-0.65
309;Washington;Pac-10;;18;13;70.9;66.0;4.90;;;;;;;99.98;93.06;6.93
310;Washington State;Pac-10;;6;22;57.7;70.3;-12.57;;;;;;;81.09;99.58;-18.50
311;Weber State;Big Sky;;17;11;61.8;58.3;3.46;;;;;;;95.14;89.94;5.20
312;Western Carolina;Southern;;14;17;63.4;64.0;-0.58;;;;;;;88.51;89.76;-1.25
313;Western Illinois;Mid-Cont;;20;9;67.0;53.6;13.45;;;;;;;87.28;78.87;8.42
314;Western Kentucky;Sun Belt;;20;14;70.8;69.4;1.44;;;;;;;94.27;92.62;1.64
315;Western Michigan;MAC;;19;13;72.9;69.1;3.88;;;;;;;100.27;95.66;4.61
316;Wichita State;MVC;;10;18;66.3;70.2;-3.89;;;;;;;89.24;94.27;-5.03
317;William & Mary;CAA;;11;18;62.4;68.8;-6.38;;;;;;;83.53;91.99;-8.47
318;Winthrop;Big South;;5;22;59.2;62.1;-2.89;;;;;;;69.38;90.02;-20.64
319;Wisconsin;Big Ten;;10;17;57.3;62.5;-5.22;;;;;;;86.42;94.75;-8.33
320;Wofford;Southern;;0;28;55.7;74.7;-18.96;;;;;;;75.30;100.97;-25.68
321;Wright State;Horizon;;9;20;61.0;66.3;-5.24;;;;;;;82.33;89.54;-7.20
322;Wyoming;MWC;;11;18;52.6;55.6;-3.03;;;;;;;84.29;93.23;-8.94
323;Xavier;A-10;;17;12;65.7;61.8;3.90;;;;;;;94.20;88.93;5.27
324;Yale;Ivy;;8;19;61.9;68.0;-6.04;;;;;;;85.42;93.72;-8.30
325;Youngstown State;Horizon;;4;24;54.1;64.3;-10.18;;;;;;;77.59;92.40;-14.81
