;;;;;;;;;;;;SRS;;;Adjusted;;
227;UTSA;Southland;;16;15;63.2;56.1;7.03;;-5.19;;-4.48;-3.09;-7.57;44.57;46.29;-1.73
228;Valparaiso;Horizon;;7;24;58.4;67.9;-9.52;;1.85;;-5.16;-2.51;-7.66;55.05;62.15;-7.10
229;Pacific;Big West;;9;22;62.5;67.2;-4.71;;-0.75;;-2.76;-5.02;-7.78;48.50;54.81;-6.31
230;Cal State Fullerton;Big West;;9;21;65.3;69.3;-4.03;;-1.44;;-0.64;-7.20;-7.84;54.99;61.23;-6.24
231;Kansas City;Summit;;14;16;64.7;59.7;5.00;;-7.12;;-4.56;-3.36;-7.92;41.18;48.55;-7.37
232;Central Connecticut State;NEC;;19;11;56.9;56.8;0.13;;-8.22;;-9.13;1.03;-8.09;47.93;55.34;-7.41
233;Coppin State;MEAC;;13;17;61.8;58.7;3.03;;-8.61;;-4.91;-3.20;-8.11;38.73;45.81;-7.08
234;Georgia Southern;Southern;;12;18;58.4;60.9;-2.50;;-5.70;;-7.66;-0.55;-8.20;53.74;59.92;-6.18
235;Northern Arizona;Big Sky;;11;18;63.9;63.8;0.07;;-2.52;;-2.25;-5.95;-8.20;48.08;53.97;-5.89
236;Howard;MEAC;;16;18;53.7;55.4;-1.71;;-7.44;;-12.64;4.40;-8.24;41.05;49.28;-8.23
237;Saint Louis;A-10;;7;22;56.2;66.0;-9.76;;1.30;;-6.54;-1.92;-8.46;50.78;58.85;-8.07
238;Air Force;MWC;;9;22;60.7;68.3;-7.52;;1.55;;-1.19;-7.29;-8.49;49.42;58.09;-8.67
239;Boise State;WAC;;12;19;67.1;69.0;-1.87;;-3.72;;-0.66;-7.96;-8.62;51.58;59.02;-7.44
240;Furman;Southern;;14;16;62.2;62.3;-0.07;;-5.57;;-4.83;-3.81;-8.64;49.92;55.90;-5.98
241;Siena;MAAC;;14;16;52.2;53.4;-1.17;;-7.56;;-11.56;2.83;-8.73;48.10;55.50;-7.40
242;Army;Patriot;;13;16;53.1;52.1;1.03;;-7.90;;-12.82;3.86;-8.97;45.64;53.63;-7.99
243;Pennsylvania;Ivy;;11;17;53.7;54.9;-1.14;;-7.98;;-12.11;2.98;-9.13;47.19;55.87;-8.68
244;Southern Mississippi;CUSA;;10;20;60.9;68.3;-7.40;;0.33;;-2.48;-6.73;-9.20;48.22;55.30;-7.08
245;Sam Houston;Southland;;17;14;69.3;64.7;4.55;;-9.76;;-0.96;-8.32;-9.28;49.28;53.94;-4.66
246;Florida A&M;MEAC;;15;15;64.6;63.3;1.30;;-7.98;;-0.23;-9.06;-9.29;42.46;51.13;-8.67
247;Southern Utah;Summit;;16;14;68.0;67.2;0.80;;-5.58;;0.45;-9.87;-9.42;49.50;56.25;-6.75
248;Stetson;A-Sun;;20;13;65.3;63.5;1.73;;-9.05;;-3.95;-5.59;-9.55;51.93;58.02;-6.09
249;Stephen F. Austin;Southland;;12;18;69.8;67.4;2.47;;-9.99;;-0.11;-9.69;-9.79;53.64;59.96;-6.32
250;Radford;Big South;;14;16;60.4;60.8;-0.37;;-5.17;;-4.18;-5.88;-10.06;47.17;54.23;-7.06
251;Western Carolina;Southern;;9;22;54.8;62.9;-8.10;;-2.03;;-10.32;0.20;-10.12;47.46;56.52;-9.06
252;Iona;MAAC;;11;20;58.5;63.6;-5.06;;-5.06;;-5.08;-5.04;-10.13;47.87;57.82;-9.95
253;Albany (NY);AEC;;16;14;55.1;56.5;-1.40;;-8.76;;-10.27;0.11;-10.16;47.85;58.18;-10.34
254;Youngstown State;Horizon;;6;24;58.5;69.0;-10.57;;0.33;;-5.13;-5.11;-10.24;51.44;61.59;-10.15
255;Tulsa;CUSA;;5;20;61.8;65.9;-4.08;;0.54;;-4.87;-5.41;-10.29;44.54;53.06;-8.52
256;Marshall;CUSA;;9;21;53.2;63.7;-10.43;;0.57;;-11.51;1.02;-10.50;47.11;57.13;-10.02
257;Charleston Southern;Big South;;14;16;66.1;61.4;4.70;;-5.97;;-1.03;-9.75;-10.78;52.75;61.05;-8.30
258;Austin Peay;OVC;;15;18;61.8;65.5;-3.61;;-7.29;;-6.04;-4.85;-10.89;50.31;59.57;-9.27
259;Weber State;Big Sky;;7;21;60.0;63.3;-3.29;;-4.21;;-8.23;-2.73;-10.95;48.41;59.56;-11.15
260;Quinnipiac;NEC;;14;16;63.7;66.9;-3.20;;-7.91;;-1.86;-9.25;-11.11;51.47;63.25;-11.78
261;SIU Edwardsville;Ind;;11;19;61.0;68.8;-7.87;;-2.74;;-4.62;-6.57;-11.19;53.87;63.28;-9.41
262;Morgan State;MEAC;;17;15;55.3;59.0;-3.66;;-7.99;;-10.85;-0.38;-11.23;39.41;50.81;-11.40
263;Jacksonville;A-Sun;;15;17;64.0;66.5;-2.56;;-8.74;;-4.15;-7.16;-11.30;49.58;58.81;-9.23
264;Long Beach State;Big West;;8;23;61.8;70.8;-9.00;;-0.31;;-2.34;-9.16;-11.50;46.79;58.04;-11.25
265;Campbell;A-Sun;;13;17;66.0;67.2;-1.27;;-11.28;;-3.09;-8.71;-11.80;53.00;63.90;-10.90
266;College of Charleston;Southern;;10;20;52.2;56.3;-4.07;;-4.25;;-12.79;0.88;-11.91;36.38;46.37;-9.99
267;Rhode Island;A-10;;7;21;55.9;65.5;-9.54;;0.14;;-6.94;-5.18;-12.12;48.84;62.15;-13.31
268;Canisius;MAAC;;11;20;53.5;59.2;-5.65;;-6.72;;-10.64;-1.73;-12.36;48.04;61.13;-13.09
269;North Texas;Sun Belt;;5;25;64.2;73.3;-9.03;;-3.38;;-1.25;-11.16;-12.41;49.92;59.67;-9.76
270;Maryland-Eastern Shore;MEAC;;12;19;54.6;54.7;-0.06;;-9.14;;-9.75;-2.70;-12.44;32.04;43.57;-11.53
271;Savannah State;Ind;;15;11;31.3;;;;-13.56;;-14.25;1.49;-12.76;;;
272;Wagner;NEC;;12;17;62.5;64.4;-1.97;;-10.85;;-4.91;-7.91;-12.82;50.96;64.63;-13.67
273;Southern;SWAC;;20;12;57.6;55.9;1.72;;-11.43;;-11.66;-1.24;-12.90;41.04;49.72;-8.68
274;FDU;NEC;;14;16;57.0;60.7;-3.67;;-9.26;;-9.91;-3.02;-12.92;44.22;58.43;-14.21
275;Cal State Northridge;Big West;;4;26;57.3;69.0;-11.67;;0.55;;-6.21;-7.10;-13.32;46.72;60.55;-13.84
276;Lafayette;Patriot;;11;19;54.7;62.1;-7.37;;-6.11;;-8.99;-4.49;-13.48;46.11;60.91;-14.80
277;Northwestern State;Southland;;14;16;66.7;57.6;9.17;;-7.31;;-3.26;-10.27;-13.53;37.61;45.75;-8.13
278;Western Illinois;Summit;;8;21;57.3;59.3;-2.00;;-1.93;;-10.54;-3.01;-13.56;37.81;49.58;-11.77
279;Grambling;SWAC;;15;16;59.1;57.1;2.06;;-11.93;;-8.44;-5.14;-13.59;41.70;51.95;-10.25
280;Brown;Ivy;;10;18;54.7;61.6;-6.89;;-6.76;;-10.57;-3.08;-13.65;46.33;61.81;-15.48
281;Holy Cross;Patriot;;10;20;60.5;68.9;-8.40;;-5.35;;-4.76;-8.99;-13.75;49.84;65.22;-15.38
282;Louisiana;Sun Belt;;11;19;63.0;57.1;5.90;;-10.59;;-4.68;-9.10;-13.79;42.10;52.14;-10.04
283;Winthrop;Big South;;13;18;51.5;51.4;0.13;;-8.16;;-15.17;1.34;-13.83;39.14;51.22;-12.09
284;New Hampshire;AEC;;9;20;58.8;65.1;-6.34;;-7.55;;-6.54;-7.35;-13.89;50.82;66.37;-15.55
285;South Carolina Upstate;A-Sun;;17;13;70.4;74.6;-4.17;;-9.44;;2.58;-16.47;-13.89;51.82;63.32;-11.50
286;Bucknell;Patriot;;11;17;54.2;60.4;-6.21;;-7.72;;-11.37;-2.57;-13.94;46.45;62.21;-15.76
287;Mount St. Mary's;NEC;;8;21;57.8;64.8;-7.00;;-7.29;;-7.76;-6.54;-14.29;49.10;65.63;-16.53
288;UNC Asheville;Big South;;12;18;67.7;68.6;-0.90;;-8.50;;1.46;-15.81;-14.35;57.78;70.43;-12.65
289;Belmont;A-Sun;;11;20;57.9;63.1;-5.23;;-9.26;;-11.96;-2.53;-14.49;47.45;60.65;-13.20
290;Columbia;Ivy;;7;21;55.5;61.5;-6.07;;-5.27;;-8.76;-5.83;-14.59;43.13;59.92;-16.79
291;Colgate;Patriot;;7;22;59.3;63.5;-4.14;;-8.38;;-5.72;-8.97;-14.69;46.41;62.92;-16.51
292;North Florida;A-Sun;;13;17;56.6;60.4;-3.73;;-9.40;;-12.30;-2.39;-14.69;39.57;52.92;-13.35
293;Presbyterian;Big South;;9;20;50.8;51.9;-1.10;;-7.55;;-16.20;1.47;-14.73;37.77;51.68;-13.91
294;Nicholls State;Southland;;8;21;61.7;62.9;-1.14;;-7.59;;-5.65;-9.18;-14.83;39.70;52.33;-12.63
295;Murray State;OVC;;9;21;62.9;63.5;-0.60;;-9.37;;-6.53;-8.99;-15.52;42.70;56.27;-13.57
296;Delaware State;MEAC;;9;20;53.1;58.5;-5.38;;-6.94;;-13.27;-2.30;-15.57;31.60;48.51;-16.92
297;Alabama A&M;SWAC;;15;14;59.9;57.2;2.69;;-13.10;;-9.81;-5.77;-15.58;42.32;54.84;-12.52
298;Coastal Carolina;Big South;;10;19;53.3;55.0;-1.72;;-5.03;;-15.71;-0.10;-15.80;36.13;49.80;-13.67
299;Florida Atlantic;Sun Belt;;7;21;59.4;68.3;-8.86;;-3.31;;-6.66;-9.64;-16.31;43.35;58.02;-14.67
300;Kennesaw State;A-Sun;;9;21;59.5;68.2;-8.67;;-7.74;;-9.07;-7.33;-16.40;44.12;59.33;-15.22
301;Tennessee State;OVC;;9;21;60.3;64.8;-4.43;;-9.75;;-8.40;-8.08;-16.47;42.68;58.22;-15.54
302;Bryant;NEC;;10;19;58.4;65.1;-6.62;;-9.86;;-8.20;-8.28;-16.48;42.99;61.92;-18.93
303;Stony Brook;AEC;;7;23;60.4;67.0;-6.60;;-9.93;;-5.54;-10.99;-16.53;47.39;66.16;-18.77
304;UT Arlington;Southland;;8;20;59.1;67.8;-8.68;;-5.77;;-9.50;-7.10;-16.59;42.62;56.83;-14.22
305;Eastern Kentucky;OVC;;6;21;62.0;62.5;-0.56;;-9.56;;-9.04;-7.60;-16.64;43.01;58.81;-15.80
306;San Francisco;WCC;;4;25;60.0;68.5;-8.55;;0.36;;-5.81;-10.94;-16.75;41.67;59.17;-17.50
307;Mississippi Valley State;SWAC;;14;17;59.6;62.1;-2.48;;-9.32;;-7.07;-9.74;-16.80;41.51;55.68;-14.17
308;Dartmouth;Ivy;;7;21;53.9;66.8;-12.93;;-4.11;;-10.32;-6.72;-17.04;45.42;65.31;-19.89
309;Lipscomb;A-Sun;;9;21;62.6;70.2;-7.57;;-9.68;;-6.88;-10.37;-17.25;48.96;65.99;-17.03
310;Southern Illinois;MVC;;2;28;50.9;70.2;-19.30;;1.82;;-11.81;-5.67;-17.48;41.18;60.32;-19.14
311;Utah Valley;GWC;;8;21;62.9;68.9;-5.93;;-8.20;;-7.67;-9.90;-17.56;47.14;65.45;-18.31
312;Southeastern Louisiana;Southland;;13;16;63.1;52.0;11.10;;-10.85;;-9.04;-8.54;-17.58;37.07;48.62;-11.55
313;Jacksonville State;OVC;;10;21;60.5;66.5;-5.94;;-8.87;;-8.74;-8.91;-17.65;43.48;60.76;-17.28
314;Alcorn State;SWAC;;13;15;59.3;66.8;-7.46;;-10.21;;-7.65;-10.02;-17.67;47.17;63.65;-16.48
315;Cornell;Ivy;;6;22;51.6;58.6;-7.07;;-4.85;;-13.53;-4.21;-17.73;43.47;62.88;-19.41
316;Bethune-Cookman;MEAC;;13;17;54.4;53.0;1.47;;-11.55;;-13.40;-5.27;-18.67;33.23;52.86;-19.63
317;IUPUI;Summit;;4;24;54.9;59.1;-4.14;;-5.02;;-13.07;-5.66;-18.73;35.17;52.43;-17.25
318;Saint Peter's;MAAC;;6;25;52.8;65.1;-12.26;;-6.67;;-11.16;-7.77;-18.93;44.47;66.95;-22.48
319;Sacramento State;Big Sky;;4;25;70.2;86.3;-16.14;;-2.86;;4.22;-23.21;-19.00;47.62;66.50;-18.88
320;Troy;Sun Belt;;5;25;56.0;66.6;-10.60;;-2.99;;-9.25;-9.85;-19.09;42.05;60.48;-18.43
321;South Carolina State;MEAC;;12;17;55.7;56.3;-0.62;;-11.13;;-11.88;-7.38;-19.26;26.22;45.51;-19.29
322;Wofford;Southern;;8;22;60.7;68.4;-7.63;;-5.15;;-6.05;-13.21;-19.26;40.04;58.81;-18.78
323;Norfolk State;MEAC;;9;19;58.6;59.9;-1.29;;-11.24;;-9.21;-10.68;-19.88;32.97;54.42;-21.45
324;San Jose State;WAC;;2;27;47.7;64.4;-16.69;;-1.34;;-17.28;-2.60;-19.88;34.49;59.04;-24.55
325;Jackson State;SWAC;;9;19;53.9;58.9;-5.00;;-15.36;;-15.37;-4.99;-20.36;39.39;59.64;-20.26
326;Texas-Rio Grande Valley;GWC;;12;19;66.7;70.8;-4.06;;-7.76;;-2.88;-17.70;-20.59;45.41;64.01;-18.59
327;Texas Southern;SWAC;;5;24;54.3;63.9;-9.55;;-11.32;;-14.13;-6.74;-20.87;41.30;63.11;-21.81
328;Vermont;AEC;;5;25;47.8;65.5;-17.70;;-3.69;;-16.43;-4.97;-21.39;38.71;66.14;-27.43
329;Southeast Missouri State;OVC;;8;21;51.4;61.9;-10.45;;-5.61;;-17.38;-4.57;-21.95;35.11;57.91;-22.79
330;Rider;MAAC;;5;25;52.3;68.7;-16.43;;-5.65;;-11.18;-10.91;-22.09;41.45;67.87;-26.42
331;NJIT;GWC;;7;21;53.5;65.8;-12.29;;-8.65;;-13.73;-8.95;-22.68;36.96;64.15;-27.19
332;Mercer;A-Sun;;2;27;58.9;73.8;-14.86;;-7.95;;-9.29;-13.52;-22.81;44.47;69.36;-24.89
333;Maine;AEC;;4;25;54.6;69.7;-15.10;;-7.94;;-11.11;-11.93;-23.04;40.90;68.02;-27.11
334;Texas A&M-Corpus Christi;Southland;;2;27;63.0;71.1;-8.14;;-10.12;;-6.99;-16.20;-23.19;38.88;59.74;-20.85
335;North Carolina Central;MEAC;;5;25;50.4;66.5;-16.13;;-7.76;;-15.79;-7.63;-23.42;26.95;52.43;-25.48
336;Alabama State;SWAC;;8;22;54.0;55.0;-1.00;;-12.50;;-15.77;-7.88;-23.64;31.40;52.24;-20.84
337;Texas State;Southland;;9;20;64.7;63.3;1.34;;-10.41;;-7.02;-17.31;-24.33;34.16;55.14;-20.98
338;Niagara;MAAC;;1;29;48.3;67.8;-19.47;;-5.83;;-15.61;-9.69;-25.29;37.12;68.76;-31.64
339;St. Francis (NY);NEC;;2;27;48.7;65.0;-16.28;;-9.96;;-17.94;-8.29;-26.23;38.99;73.56;-34.56
340;Houston Christian;GWC;;4;25;54.6;75.3;-20.79;;-5.74;;-13.71;-16.32;-30.02;35.94;69.44;-33.50
341;Arkansas-Pine Bluff;SWAC;;1;28;53.1;78.1;-25.00;;-6.37;;-12.14;-19.23;-31.37;37.75;70.87;-33.13
342;Centenary (LA);Summit;;1;24;32.0;;;;-5.13;;-11.54;-22.99;-34.53;;;
343;New Orleans;Ind;;3;19;48.9;19.7;29.23;;-10.60;;-27.95;-28.65;-56.60;4.25;19.46;-15.20
